ADEP,ADES,cluster_kmeans,AC Type,n,delta_dist_nm_mean,delta_dist_nm_std,delta_dist_nm_p5,delta_dist_nm_p95,delta_duration_h_mean,delta_duration_h_std,delta_duration_h_p5,delta_duration_h_p95,delta_fuel_kg_mean,delta_fuel_kg_std,delta_fuel_kg_p5,delta_fuel_kg_p95
CYYZ,EGLL,3,B772,7,35.73,16.04,18.3,57.28,0.19,0.3,-0.12,0.61,1222.01,2002.81,-759.89,4012.86
CYYZ,EGLL,3,B77L,1,51.8,,51.8,51.8,0.43,,0.43,0.43,3362.7,,3362.7,3362.7
CYYZ,EGLL,3,B77W,9,26.28,41.18,-7.08,96.44,0.22,0.22,-0.04,0.55,1752.39,1705.1,-279.3,4274.6
CYYZ,EGLL,3,B788,4,37.17,14.77,19.49,47.76,0.29,0.25,0.01,0.55,1491.68,1316.17,58.14,2835.71
CYYZ,EGLL,3,B789,22,29.54,14.6,7.73,52.6,0.28,0.18,0.07,0.59,1542.66,969.85,370.85,3230.37
CYYZ,EGLL,3,B78X,5,30.08,30.69,-4.3,66.64,0.22,0.22,-0.02,0.47,1406.22,1446.33,-104.72,3089.38
CYYZ,EHAM,0,A21N,6,11.83,86.81,-80.38,128.25,0.11,0.07,0.02,0.18,263.35,186.73,37.92,458.0
CYYZ,EHAM,0,A333,1,31.8,,31.8,31.8,0.12,,0.12,0.12,750.9,,750.9,750.9
CYYZ,EHAM,0,B772,7,2.07,70.05,-61.3,106.43,0.1,0.13,-0.07,0.25,662.83,842.99,-436.36,1649.41
CYYZ,EHAM,0,B77L,4,3.68,65.21,-55.97,73.08,0.08,0.17,-0.08,0.24,648.38,1354.29,-592.8,1887.28
CYYZ,EHAM,0,B77W,4,14.5,25.52,-11.28,42.17,0.17,0.17,-0.02,0.3,1340.62,1309.39,-190.05,2345.77
CYYZ,EHAM,0,B789,4,13.08,25.07,-16.94,32.83,0.18,0.09,0.09,0.27,975.1,469.81,502.03,1488.28
CYYZ,EHAM,0,B78X,3,26.73,13.69,18.09,40.23,0.17,0.16,0.02,0.31,1093.03,1045.94,125.56,2004.04
CYYZ,EHAM,1,B772,11,15.08,18.64,-9.95,41.55,0.09,0.16,-0.1,0.29,610.34,1024.66,-636.1,1937.9
CYYZ,EHAM,1,B77L,10,11.8,17.53,-10.3,38.41,0.11,0.18,-0.1,0.34,864.28,1370.32,-792.92,2666.7
CYYZ,EHAM,1,B77W,9,19.62,14.49,0.58,35.74,0.12,0.31,-0.25,0.58,924.89,2413.84,-1923.18,4497.08
CYYZ,EHAM,1,B78X,2,30.8,18.95,18.74,42.86,0.25,0.07,0.2,0.29,1597.0,443.07,1315.03,1878.97
CYYZ,EHAM,2,A21N,3,16.03,10.12,8.24,25.88,0.1,0.02,0.08,0.13,257.83,61.8,202.05,313.29
CYYZ,EHAM,2,B77W,1,20.1,,20.1,20.1,0.15,,0.15,0.15,1137.5,,1137.5,1137.5
CYYZ,EHAM,2,B789,4,15.7,18.65,-5.14,33.88,0.19,0.1,0.11,0.31,1057.25,540.52,629.23,1698.07
CYYZ,EHAM,3,A21N,7,13.06,21.53,-10.12,42.91,0.12,0.27,-0.18,0.48,292.71,666.01,-445.81,1201.31
CYYZ,EHAM,3,A332,1,30.1,,30.1,30.1,0.26,,0.26,0.26,1540.0,,1540.0,1540.0
CYYZ,EHAM,3,B772,12,20.59,24.87,-0.53,66.97,0.15,0.18,-0.15,0.39,960.86,1201.01,-972.15,2591.06
CYYZ,EHAM,3,B77L,3,32.53,29.21,5.34,57.72,0.12,0.39,-0.12,0.51,956.97,3068.37,-957.88,3981.5
CYYZ,EHAM,3,B77W,3,7.3,35.76,-27.96,31.71,0.03,0.38,-0.31,0.38,244.8,3001.36,-2402.43,2995.14
CYYZ,EHAM,3,B789,4,16.45,35.34,-7.86,59.24,0.15,0.15,-0.01,0.31,797.12,835.16,-53.29,1709.04
CYYZ,EHAM,3,B78X,1,25.7,,25.7,25.7,0.14,,0.14,0.14,933.4,,933.4,933.4
CYYZ,EIDW,0,A21N,4,-18.83,47.86,-69.31,31.76,0.04,0.16,-0.14,0.19,92.9,403.12,-350.23,482.83
CYYZ,EIDW,0,A332,5,-7.66,20.58,-33.58,12.74,-0.09,0.23,-0.29,0.21,-518.0,1373.2,-1771.3,1268.3
CYYZ,EIDW,0,A333,4,-26.92,13.08,-36.22,-11.15,-0.05,0.19,-0.26,0.1,-338.42,1158.69,-1641.5,596.97
CYYZ,EIDW,0,B788,1,-4.5,,-4.5,-4.5,0.18,,0.18,0.18,914.3,,914.3,914.3
CYYZ,EIDW,0,B789,8,-6.71,20.59,-30.96,23.63,0.09,0.24,-0.26,0.38,491.95,1309.81,-1422.26,2079.07
CYYZ,EIDW,1,A21N,14,8.95,21.39,-24.58,29.44,0.1,0.32,-0.31,0.59,259.18,803.05,-782.08,1462.98
CYYZ,EIDW,1,A332,6,-3.63,15.1,-19.42,15.95,0.01,0.16,-0.11,0.24,70.32,932.04,-676.2,1454.2
CYYZ,EIDW,1,A333,3,3.87,23.25,-11.81,26.8,0.01,0.25,-0.21,0.23,41.33,1520.79,-1277.05,1452.56
CYYZ,EIDW,1,B788,4,-5.52,45.34,-46.54,47.14,0.1,0.14,-0.05,0.25,500.45,747.03,-285.48,1292.46
CYYZ,EIDW,1,B789,9,-19.27,31.86,-50.68,31.6,0.08,0.18,-0.16,0.29,448.43,962.67,-890.24,1610.14
CYYZ,EIDW,2,A21N,7,-7.94,110.14,-114.82,158.09,0.08,0.16,-0.13,0.29,195.1,401.77,-327.03,716.9
CYYZ,EIDW,2,A332,6,66.6,247.36,-56.7,426.5,0.24,1.06,-0.44,1.82,1449.7,6382.72,-2640.85,10901.2
CYYZ,EIDW,2,A333,4,-34.1,48.59,-74.14,21.62,0.06,0.29,-0.26,0.32,341.05,1798.38,-1600.82,2003.2
CYYZ,EIDW,2,B788,1,13.3,,13.3,13.3,0.04,,0.04,0.04,196.4,,196.4,196.4
CYYZ,EIDW,2,B789,6,1.15,25.68,-35.65,22.58,0.13,0.22,-0.08,0.44,732.77,1222.17,-448.43,2407.72
CYYZ,EPWA,0,B788,14,-13.77,27.11,-58.28,21.99,0.02,0.26,-0.36,0.42,97.05,1367.15,-1857.36,2198.75
CYYZ,EPWA,0,B789,24,-15.56,32.75,-59.99,39.55,-0.01,0.19,-0.3,0.26,-45.86,1046.79,-1649.17,1422.84
CYYZ,EPWA,1,B788,6,-17.8,27.11,-46.1,18.35,-0.02,0.16,-0.26,0.12,-113.88,852.83,-1359.95,626.85
CYYZ,EPWA,1,B789,12,-30.98,29.55,-73.91,2.98,0.02,0.26,-0.29,0.4,90.59,1425.73,-1619.26,2218.65
CYYZ,LFPG,0,A21N,11,10.39,14.85,-3.75,35.35,0.07,0.29,-0.27,0.57,170.13,728.22,-679.0,1434.5
CYYZ,LFPG,0,B772,4,3.65,19.29,-13.54,26.16,0.11,0.26,-0.11,0.38,719.1,1707.48,-722.28,2537.14
CYYZ,LFPG,0,B77W,15,10.02,22.39,-22.52,46.43,0.12,0.23,-0.19,0.5,923.39,1791.14,-1482.26,3918.35
CYYZ,LFPG,0,B789,2,15.75,26.09,-0.85,32.36,0.19,0.14,0.1,0.28,1054.15,797.26,546.78,1561.52
CYYZ,LFPG,1,A21N,1,6.5,,6.5,6.5,0.08,,0.08,0.08,205.6,,205.6,205.6
CYYZ,LFPG,1,A332,1,19.3,,19.3,19.3,0.09,,0.09,0.09,545.0,,545.0,545.0
CYYZ,LFPG,1,A333,1,13.3,,13.3,13.3,-0.02,,-0.02,-0.02,-139.5,,-139.5,-139.5
CYYZ,LFPG,1,B772,5,14.56,22.99,-10.74,39.16,0.09,0.27,-0.09,0.45,583.0,1771.22,-576.4,2990.56
CYYZ,LFPG,1,B77W,10,-1.09,16.93,-23.65,21.33,0.12,0.22,-0.15,0.41,961.13,1706.85,-1163.58,3231.71
CYYZ,LFPG,1,B789,6,7.88,25.98,-16.53,44.4,0.19,0.23,-0.08,0.46,1065.67,1288.17,-452.95,2536.92
CYYZ,LFPG,2,A21N,4,-9.72,7.72,-16.2,-1.61,0.06,0.21,-0.19,0.21,155.72,527.8,-481.84,534.88
CYYZ,LFPG,2,A332,2,10.35,53.39,-23.62,44.32,-0.03,0.09,-0.09,0.03,-181.65,535.07,-522.16,158.86
CYYZ,LFPG,2,B772,4,4.6,40.05,-29.21,51.92,0.08,0.23,-0.18,0.28,504.62,1520.14,-1214.28,1844.3
CYYZ,LFPG,2,B77W,4,-6.42,21.58,-22.96,19.53,0.12,0.3,-0.13,0.45,937.62,2307.64,-1016.27,3524.7
CYYZ,LFPG,2,B789,2,-5.6,14.0,-14.51,3.31,0.15,0.33,-0.07,0.36,796.7,1833.25,-369.97,1963.37
CYYZ,LFPG,3,A21N,2,-12.05,14.07,-21.0,-3.1,0.02,0.37,-0.21,0.26,61.35,935.43,-533.96,656.65
CYYZ,LFPG,3,A332,1,9.8,,9.8,9.8,0.01,,0.01,0.01,78.3,,78.3,78.3
CYYZ,LFPG,3,B772,3,8.13,19.43,-9.77,25.15,0.14,0.08,0.07,0.21,913.6,502.03,495.52,1389.85
CYYZ,LFPG,3,B77W,3,-16.0,33.53,-49.0,4.19,0.1,0.15,-0.03,0.24,773.53,1168.84,-240.68,1857.49
CYYZ,LFPG,3,B789,6,14.13,18.91,-4.8,37.53,0.21,0.22,0.05,0.52,1132.37,1192.7,276.95,2871.1
CYYZ,LFPG,4,A21N,4,12.2,36.77,-24.66,46.54,0.09,0.33,-0.24,0.38,214.92,813.6,-591.69,939.88
CYYZ,LFPG,4,A332,1,-0.2,,-0.2,-0.2,0.01,,0.01,0.01,33.3,,33.3,33.3
CYYZ,LFPG,4,B772,3,-6.53,61.74,-48.53,54.34,-0.01,0.06,-0.07,0.03,-97.73,378.45,-460.47,209.4
CYYZ,LFPG,4,B77W,9,-10.87,20.12,-32.46,20.62,0.06,0.22,-0.19,0.33,455.27,1680.13,-1476.92,2570.4
CYYZ,LFPG,4,B789,4,18.05,28.83,-6.98,50.57,0.2,0.22,-0.03,0.44,1107.6,1215.21,-141.21,2418.43
CYYZ,LIRF,0,A333,11,-39.58,39.57,-85.7,20.9,-0.1,0.26,-0.45,0.32,-607.3,1623.52,-2796.25,1951.05
CYYZ,LIRF,0,B77W,12,-19.77,59.7,-81.9,71.7,0.0,0.29,-0.4,0.4,14.48,2298.41,-3091.8,3121.89
CYYZ,LIRF,0,B788,1,-10.4,,-10.4,-10.4,0.08,,0.08,0.08,392.9,,392.9,392.9
CYYZ,LIRF,0,B789,3,-57.63,22.38,-78.18,-37.95,-0.04,0.33,-0.3,0.28,-215.97,1825.13,-1675.71,1541.79
CYYZ,LIRF,1,A332,3,-27.03,39.12,-64.09,5.66,-0.14,0.37,-0.51,0.08,-858.33,2204.02,-3030.0,502.5
CYYZ,LIRF,1,A333,5,-30.62,32.89,-59.1,6.6,-0.09,0.28,-0.36,0.24,-557.62,1757.64,-2250.22,1510.42
CYYZ,LIRF,1,B77W,11,-36.51,40.99,-94.7,9.75,-0.04,0.14,-0.27,0.12,-344.74,1122.87,-2094.3,926.0
CYYZ,LIRF,1,B789,1,-50.2,,-50.2,-50.2,-0.03,,-0.03,-0.03,-139.1,,-139.1,-139.1
CYYZ,LIRF,2,A332,9,-20.54,59.08,-101.94,60.2,-0.01,0.25,-0.26,0.38,-38.0,1483.58,-1586.58,2302.42
CYYZ,LIRF,2,A333,2,-8.3,23.33,-23.15,6.55,-0.04,0.4,-0.29,0.22,-218.75,2481.87,-1798.2,1360.7
CYYZ,LIRF,2,B77W,5,-31.58,39.11,-73.8,14.78,0.01,0.19,-0.22,0.22,72.36,1481.71,-1699.56,1742.0
CYYZ,LPPT,0,A21N,18,-13.43,47.44,-59.04,60.51,0.1,0.23,-0.33,0.36,245.66,570.22,-821.06,899.76
CYYZ,LPPT,0,A332,10,-1.49,37.55,-32.27,60.03,0.11,0.28,-0.27,0.5,645.33,1706.88,-1630.0,2988.5
CYYZ,LPPT,0,A333,8,-5.78,35.29,-48.24,45.14,0.1,0.28,-0.29,0.4,643.69,1729.02,-1816.71,2495.5
CYYZ,LPPT,1,A21N,20,-5.95,25.28,-45.44,34.11,0.11,0.24,-0.24,0.45,264.04,598.7,-599.48,1120.5
CYYZ,LPPT,1,A332,4,-4.35,51.2,-50.24,54.07,0.08,0.13,-0.07,0.19,487.5,787.8,-442.5,1155.0
CYYZ,LPPT,1,A333,13,-19.07,29.59,-52.66,24.22,0.05,0.16,-0.17,0.28,306.69,980.52,-1060.54,1743.96
CYYZ,LPPT,2,A21N,11,-14.33,31.09,-47.25,40.75,0.07,0.25,-0.34,0.31,183.7,612.65,-860.1,774.6
CYYZ,LPPT,2,A333,9,-25.38,48.52,-65.66,52.8,0.07,0.24,-0.26,0.34,459.3,1485.82,-1586.72,2133.32
CYYZ,OMDB,0,A388,19,9.65,63.93,-58.51,140.94,0.09,0.13,-0.07,0.25,1115.31,1564.8,-813.26,3046.13
CYYZ,OMDB,1,B789,15,31.83,58.32,-28.24,151.93,0.28,0.2,0.04,0.55,1524.47,1077.79,194.13,3033.69
CYYZ,OMDB,2,A388,11,16.25,35.42,-30.9,55.15,0.14,0.16,-0.08,0.35,1676.96,1929.66,-964.1,4235.9
CYYZ,OMDB,2,B789,15,28.73,27.26,-10.75,65.9,0.27,0.21,0.02,0.63,1494.54,1147.0,90.69,3448.91
CYYZ,VIDP,0,B77L,30,34.86,68.14,-55.38,169.47,0.3,0.41,-0.34,0.88,2357.74,3174.42,-2648.1,6866.35
CYYZ,VIDP,1,B77W,30,21.74,91.34,-100.5,186.95,0.06,0.32,-0.49,0.59,460.45,2506.52,-3821.36,4616.03
DAAG,EDDF,0,A20N,2,-7.35,22.7,-21.8,7.09,-0.12,0.14,-0.21,-0.04,-284.25,317.14,-486.08,-82.43
DAAG,EDDF,0,A21N,1,-27.5,,-27.5,-27.5,-0.25,,-0.25,-0.25,-632.6,,-632.6,-632.6
DAAG,EDDF,0,A319,3,-20.07,6.74,-26.64,-14.94,-0.17,0.1,-0.27,-0.1,-376.67,222.07,-595.62,-225.45
DAAG,EDDF,0,A320,4,-20.7,11.04,-33.43,-10.56,-0.17,0.13,-0.26,-0.02,-436.8,316.58,-643.81,-52.83
DAAG,EDDF,0,A321,5,-16.28,28.33,-48.74,14.9,-0.17,0.11,-0.27,-0.03,-483.76,315.62,-754.92,-87.4
DAAG,EDDF,0,B737,2,7.85,2.62,6.18,9.51,-0.13,0.09,-0.18,-0.07,-283.25,193.11,-406.14,-160.35
DAAG,EDDF,0,B738,11,-30.42,14.88,-51.05,-10.75,-0.13,0.13,-0.31,0.03,-321.59,304.75,-734.5,82.5
DAAG,EDDF,0,B77L,1,-34.9,,-34.9,-34.9,-0.08,,-0.08,-0.08,-587.2,,-587.2,-587.2
DAAG,EDDF,1,A20N,7,-21.01,26.85,-57.21,10.57,-0.07,0.08,-0.18,0.01,-164.8,182.03,-402.5,23.97
DAAG,EDDF,1,A21N,5,-56.82,8.24,-66.02,-47.16,-0.24,0.02,-0.26,-0.21,-604.84,53.56,-652.18,-535.84
DAAG,EDDF,1,A319,1,-29.2,,-29.2,-29.2,-0.07,,-0.07,-0.07,-150.3,,-150.3,-150.3
DAAG,EDDF,1,A320,5,-31.2,25.94,-61.42,-4.96,-0.14,0.14,-0.27,0.04,-357.12,343.16,-686.58,88.72
DAAG,EDDF,1,A321,10,-31.34,25.07,-64.62,6.83,-0.14,0.17,-0.27,0.15,-405.3,471.91,-760.69,430.97
DAAG,EDDF,1,B77L,1,-11.0,,-11.0,-11.0,-0.11,,-0.11,-0.11,-873.2,,-873.2,-873.2
DAAG,EGLL,0,A320,21,16.22,8.38,5.8,31.1,0.1,0.13,-0.1,0.28,245.61,329.34,-262.5,693.1
DAAG,EGLL,0,A332,1,-72.4,,-72.4,-72.4,-0.26,,-0.26,-0.26,-1581.7,,-1581.7,-1581.7
DAAG,EGLL,1,A320,3,10.07,16.1,-1.57,25.88,0.03,0.06,-0.02,0.08,83.3,141.76,-48.49,205.85
DAAG,EGLL,1,A332,13,4.42,10.83,-7.28,19.94,-0.0,0.16,-0.18,0.22,-3.84,953.0,-1063.3,1338.04
DAAG,EGLL,1,B738,12,2.11,7.03,-3.49,16.31,-0.02,0.12,-0.14,0.19,-39.05,293.06,-325.21,457.18
DAAG,LFLL,0,A332,1,26.3,,26.3,26.3,0.09,,0.09,0.09,541.7,,541.7,541.7
DAAG,LFLL,0,B737,7,6.84,10.68,-2.04,21.03,0.03,0.07,-0.07,0.1,57.04,156.87,-160.35,212.85
DAAG,LFLL,0,B738,43,19.92,12.53,-3.09,31.77,0.05,0.06,-0.05,0.15,120.95,155.24,-130.93,363.76
DAAG,LFML,0,A20N,2,16.9,15.41,7.09,26.71,0.01,0.06,-0.04,0.05,13.45,149.13,-81.46,108.35
DAAG,LFML,0,A319,20,27.62,54.56,2.2,53.3,0.1,0.17,-0.03,0.23,214.59,373.19,-69.35,507.14
DAAG,LFML,0,A320,14,19.94,14.29,4.61,45.17,0.06,0.09,-0.07,0.21,155.35,227.01,-186.28,522.48
DAAG,LFML,0,A332,4,14.5,10.22,5.86,25.45,0.05,0.05,-0.01,0.08,275.42,297.35,-71.8,506.56
DAAG,LFML,0,B737,14,14.01,9.02,2.13,25.38,0.11,0.04,0.04,0.16,238.17,95.7,82.45,357.34
DAAG,LFML,0,B738,49,15.56,10.78,2.24,34.12,0.09,0.05,0.01,0.18,215.9,128.15,19.92,421.62
DAAG,LFML,1,AT75,20,7.74,18.17,-10.38,38.12,-0.02,0.11,-0.2,0.14,-18.14,93.84,-169.37,119.11
DAAG,LFPG,0,A319,1,13.8,,13.8,13.8,0.09,,0.09,0.09,193.7,,193.7,193.7
DAAG,LFPG,0,A320,7,-5.39,9.7,-13.99,9.18,0.02,0.05,-0.03,0.08,55.06,121.52,-69.08,189.94
DAAG,LFPG,0,A332,25,-8.03,8.6,-20.42,6.12,0.02,0.06,-0.06,0.15,110.54,368.61,-356.02,870.36
DAAG,LFPG,0,B737,2,-9.0,3.96,-11.52,-6.48,-0.02,0.01,-0.02,-0.01,-33.25,19.45,-45.62,-20.88
DAAG,LFPG,0,B738,49,-12.42,12.2,-27.36,1.88,-0.01,0.07,-0.11,0.1,-26.18,166.62,-259.18,244.28
DAAG,LFPG,0,BCS3,1,-19.0,,-19.0,-19.0,0.02,,0.02,0.02,35.9,,35.9,35.9
DAAG,LFPG,1,A319,3,-17.9,10.45,-28.1,-10.01,-0.13,0.07,-0.2,-0.07,-294.7,163.0,-436.13,-143.54
DAAG,LFPG,1,A320,18,-15.1,17.17,-35.79,17.86,-0.06,0.08,-0.14,0.07,-149.08,192.14,-347.26,164.18
DAAG,LFPG,1,A321,5,-17.38,8.35,-24.02,-6.06,-0.06,0.06,-0.13,-0.01,-181.5,157.88,-354.82,-17.4
DAAG,LFPG,1,A332,3,-4.1,14.6,-15.02,10.18,-0.06,0.03,-0.08,-0.02,-332.83,198.81,-505.9,-148.87
DAAG,LFPG,1,B737,6,-15.53,12.34,-25.15,1.67,-0.08,0.03,-0.11,-0.04,-181.88,62.2,-230.8,-89.65
DAAG,LFPG,1,B738,14,-13.31,14.48,-32.3,8.05,-0.03,0.08,-0.13,0.08,-80.29,201.61,-320.36,185.1
DAAG,LFPG,1,B77L,1,-46.7,,-46.7,-46.7,-0.09,,-0.09,-0.09,-676.0,,-676.0,-676.0
DAAG,LFPG,1,BCS3,23,-10.77,15.79,-27.95,23.49,0.01,0.09,-0.11,0.18,10.43,179.94,-210.24,336.49
DAAG,LFPG,2,A319,3,-34.2,9.58,-43.24,-26.14,-0.12,0.07,-0.18,-0.06,-267.03,153.5,-393.57,-120.78
DAAG,LFPG,2,A320,16,-8.38,7.98,-18.3,3.88,0.01,0.11,-0.12,0.15,25.42,268.98,-288.0,387.3
DAAG,LFPG,2,A321,1,12.7,,12.7,12.7,0.09,,0.09,0.09,242.7,,242.7,242.7
DAAG,LFPG,2,A332,23,5.06,14.9,-14.17,28.7,0.05,0.09,-0.05,0.2,301.66,551.31,-316.57,1227.4
DAAG,LFPG,2,B737,4,-7.6,6.2,-15.05,-4.42,0.04,0.03,0.0,0.07,86.6,70.61,6.24,150.93
DAAG,LFPG,2,B738,73,0.74,17.03,-18.94,33.7,0.02,0.1,-0.1,0.21,36.17,244.79,-248.98,512.32
DAAG,LFPG,2,BCS3,13,-1.3,17.08,-16.08,27.36,0.06,0.12,-0.08,0.24,115.69,232.65,-151.94,464.88
DAAG,LFPO,0,A319,16,-0.32,10.63,-12.9,14.88,0.05,0.08,-0.06,0.17,103.9,176.28,-141.62,368.6
DAAG,LFPO,0,A320,6,-5.82,17.76,-22.42,12.1,-0.01,0.08,-0.11,0.06,-36.1,190.61,-269.8,158.0
DAAG,LFPO,0,A332,43,0.14,10.28,-16.48,11.27,0.01,0.09,-0.09,0.18,51.01,532.43,-567.77,1050.56
DAAG,LFPO,0,B738,110,-0.71,11.31,-14.86,16.55,0.04,0.09,-0.09,0.21,106.27,226.55,-214.2,499.9
DAAG,LFPO,1,A319,5,-6.76,10.43,-17.04,4.24,-0.09,0.09,-0.17,0.02,-198.52,205.45,-383.56,48.6
DAAG,LFPO,1,A320,13,6.57,14.47,-6.74,32.4,-0.03,0.1,-0.12,0.15,-63.97,257.97,-302.78,370.22
DAAG,LFPO,1,B738,32,5.48,17.77,-16.44,31.57,0.03,0.14,-0.1,0.29,82.76,332.19,-250.88,701.4
DAAG,LIRF,0,A20N,2,-22.0,46.53,-51.61,7.61,-0.13,0.02,-0.14,-0.12,-298.7,40.16,-324.26,-273.14
DAAG,LIRF,0,A319,15,-41.07,19.09,-60.76,-6.38,-0.13,0.05,-0.19,-0.02,-281.08,119.52,-413.97,-50.19
DAAG,LIRF,0,A320,35,-34.19,21.62,-59.24,4.02,-0.13,0.06,-0.23,-0.04,-330.8,154.57,-564.62,-104.63
DAAG,LIRF,0,B737,1,-3.9,,-3.9,-3.9,-0.08,,-0.08,-0.08,-166.9,,-166.9,-166.9
DAAG,LIRF,0,B738,2,-20.0,51.05,-52.49,12.49,-0.07,0.05,-0.1,-0.03,-167.0,130.53,-250.07,-83.93
DAAG,LTFM,0,A21N,4,-24.52,27.4,-47.1,8.03,-0.09,0.13,-0.23,0.04,-229.35,324.51,-572.88,107.11
DAAG,LTFM,0,A321,17,-13.3,20.26,-39.76,17.76,-0.01,0.12,-0.2,0.2,-35.88,346.57,-573.62,546.58
DAAG,LTFM,0,A332,27,-19.47,18.32,-38.45,11.36,-0.0,0.15,-0.13,0.16,-28.1,926.64,-758.59,975.78
DAAG,LTFM,0,A333,17,-8.79,24.25,-33.22,28.36,-0.07,0.09,-0.19,0.08,-450.87,575.94,-1157.86,495.42
DAAG,LTFM,0,B737,6,-15.2,12.07,-29.85,-2.78,0.16,0.1,0.05,0.28,345.9,223.73,104.35,616.0
DAAG,LTFM,0,B738,58,-8.63,15.63,-31.3,14.25,0.12,0.12,-0.08,0.31,283.56,287.53,-201.9,744.5
DAAG,LTFM,1,A21N,5,-14.5,19.29,-31.3,10.84,-0.03,0.15,-0.2,0.14,-67.38,376.7,-508.34,356.12
DAAG,LTFM,1,A321,6,-4.63,57.48,-55.42,77.25,-0.05,0.11,-0.18,0.05,-150.63,297.28,-516.62,134.93
DAAG,LTFM,1,A332,4,-18.82,13.23,-30.25,-3.24,-0.05,0.12,-0.13,0.1,-288.75,729.45,-794.06,597.49
DAAG,LTFM,1,A333,6,-8.75,37.65,-50.8,32.65,-0.07,0.1,-0.19,0.04,-426.52,604.82,-1165.47,249.72
DAAG,LTFM,2,A21N,1,-10.6,,-10.6,-10.6,-0.1,,-0.1,-0.1,-243.7,,-243.7,-243.7
DAAG,LTFM,2,A321,15,-27.99,20.64,-53.2,13.46,-0.03,0.11,-0.16,0.17,-97.08,317.17,-454.63,471.39
DAAG,LTFM,2,A332,1,-25.6,,-25.6,-25.6,-0.12,,-0.12,-0.12,-721.7,,-721.7,-721.7
DAAG,LTFM,2,A333,5,-39.52,7.24,-45.54,-29.76,-0.09,0.11,-0.23,0.0,-582.84,703.82,-1400.92,0.64
DAAG,OMDB,0,A332,21,10.32,10.92,-2.8,25.1,0.11,0.12,-0.03,0.33,674.1,695.05,-197.4,2005.9
DAAG,OMDB,1,B77W,30,13.1,15.13,-7.02,34.83,0.19,0.09,0.0,0.3,1516.56,730.12,24.7,2334.22
DABC,LFML,0,A320,29,15.62,16.68,-1.6,44.2,0.03,0.08,-0.1,0.2,66.35,208.85,-238.42,506.82
DABC,LFML,0,B738,30,13.76,14.02,-2.18,43.85,0.1,0.06,0.0,0.19,243.57,142.44,-0.01,456.81
DAOO,LFML,0,A320,30,12.92,13.21,-5.48,36.75,-0.02,0.08,-0.15,0.09,-43.92,201.23,-372.8,233.0
DAOO,LFML,0,B738,31,9.75,20.89,-8.7,44.45,0.11,0.12,-0.03,0.33,273.1,278.03,-59.3,783.7
DAOO,LFPG,0,A319,1,4.9,,4.9,4.9,-0.16,,-0.16,-0.16,-344.6,,-344.6,-344.6
DAOO,LFPG,0,A320,6,-11.25,20.23,-35.0,12.42,-0.1,0.16,-0.26,0.11,-247.35,408.87,-651.6,263.52
DAOO,LFPG,0,A321,6,-5.75,48.73,-42.65,66.12,-0.04,0.14,-0.2,0.12,-119.62,386.23,-548.92,348.28
DAOO,LFPG,0,B738,59,-7.54,18.94,-30.66,26.25,0.02,0.19,-0.15,0.26,44.24,460.8,-355.27,620.47
DAOO,LFPO,0,B738,57,2.4,35.59,-34.94,67.14,0.01,0.14,-0.18,0.26,34.62,337.17,-434.72,630.34
DIAP,GMMN,0,B738,55,0.91,24.43,-17.22,44.66,-0.02,0.09,-0.16,0.14,-54.62,214.51,-380.71,327.9
DIAP,LFPG,0,A332,12,32.65,156.78,-86.19,342.83,0.11,0.25,-0.18,0.51,638.62,1522.43,-1106.8,3085.8
DIAP,LFPG,0,A359,6,-9.53,20.73,-27.0,18.55,-0.0,0.08,-0.11,0.08,-25.28,458.25,-650.95,463.58
DIAP,LFPG,0,B772,2,-7.0,17.54,-18.16,4.16,0.2,0.09,0.14,0.26,1310.85,624.87,913.18,1708.52
DIAP,LFPG,0,B77W,32,-5.86,115.24,-85.84,228.56,0.15,0.28,-0.13,0.78,1140.68,2156.31,-982.55,6100.56
DNMM,EGLL,0,A35K,13,10.55,33.32,-21.96,60.84,0.05,0.15,-0.16,0.24,283.61,884.64,-929.58,1403.62
DNMM,EGLL,0,B772,5,18.26,8.01,10.5,28.08,-0.0,0.11,-0.09,0.14,-4.42,694.96,-571.3,919.6
DNMM,EGLL,0,B77W,3,20.33,8.87,11.6,25.73,-0.05,0.01,-0.05,-0.04,-384.9,53.82,-417.67,-331.9
DNMM,EGLL,1,A35K,2,11.6,17.11,0.71,22.49,0.17,0.01,0.16,0.17,966.7,61.52,927.55,1005.85
DNMM,EGLL,1,B772,8,21.15,20.06,4.76,54.03,0.09,0.17,-0.11,0.32,627.96,1102.89,-706.42,2100.3
DNMM,EGLL,1,B77W,12,9.55,55.69,-42.98,101.92,0.02,0.14,-0.23,0.16,118.23,1126.32,-1794.82,1253.92
DNMM,EGLL,2,A35K,15,18.83,18.72,2.59,49.9,0.03,0.15,-0.16,0.22,204.95,843.51,-924.77,1301.97
DNMM,EGLL,2,B772,1,14.8,,14.8,14.8,-0.06,,-0.06,-0.06,-416.2,,-416.2,-416.2
DNMM,EGLL,2,B77W,1,16.4,,16.4,16.4,0.04,,0.04,0.04,340.2,,340.2,340.2
DTMB,LFPO,0,A319,1,0.6,,0.6,0.6,0.09,,0.09,0.09,195.5,,195.5,195.5
DTMB,LFPO,0,A320,7,6.76,28.52,-18.97,47.93,0.06,0.16,-0.1,0.27,151.83,403.97,-257.83,684.25
