ADEP,ADES,n,delta_dist_nm_self_mean,delta_dist_nm_self_std,delta_dist_nm_self_p5,delta_dist_nm_self_p95,delta_duration_h_self_mean,delta_duration_h_self_std,delta_duration_h_self_p5,delta_duration_h_self_p95,delta_fuel_kg_self_mean,delta_fuel_kg_self_std,delta_fuel_kg_self_p5,delta_fuel_kg_self_p95
ENBR,EGPD,53,-22.15,4.11,-26.66,-14.06,-0.01,0.06,-0.12,0.07,-6.61,66.18,-142.36,83.1
ENBR,EHAM,115,-7.85,16.52,-31.52,14.21,0.03,0.08,-0.07,0.16,72.75,199.34,-177.32,376.87
ENBR,EKCH,170,-27.81,12.95,-48.27,-6.66,-0.1,0.06,-0.18,0.0,-198.39,126.39,-404.92,4.42
ENBR,ENAL,168,-34.67,14.96,-54.4,-6.88,-0.12,0.09,-0.24,0.05,-144.52,107.71,-273.49,74.66
ENBR,ENCN,139,-21.48,11.05,-47.51,-8.0,-0.08,0.08,-0.2,0.03,-96.57,87.73,-228.05,38.66
ENBR,ENFL,113,-26.76,11.15,-36.3,-4.76,-0.21,0.06,-0.29,-0.1,-127.28,37.31,-173.16,-61.08
ENBR,ENGM,673,-26.43,11.57,-49.64,-11.56,-0.11,0.06,-0.22,-0.01,-262.34,148.72,-505.0,-9.42
ENBR,ENHD,49,1.57,10.42,-20.64,21.62,-0.01,0.06,-0.11,0.06,-4.34,38.44,-66.28,52.9
ENBR,ENKB,94,-19.81,15.28,-33.74,7.67,-0.12,0.07,-0.23,0.01,-132.0,75.64,-231.96,7.73
ENBR,ENML,72,-21.43,13.93,-33.94,3.5,-0.1,0.06,-0.19,0.01,-114.36,66.85,-203.18,8.48
ENBR,ENSG,51,-48.57,10.62,-58.6,-31.2,-0.29,0.07,-0.37,-0.18,-167.97,43.91,-221.0,-104.75
ENBR,ENTC,12,-14.11,13.1,-27.68,5.31,-0.13,0.09,-0.25,-0.0,-151.78,100.49,-290.56,-3.3
ENBR,ENTO,132,-44.34,5.98,-51.0,-34.83,-0.17,0.06,-0.24,-0.05,-198.17,65.19,-276.74,-59.81
ENBR,ENVA,273,-6.19,17.23,-26.84,28.04,-0.02,0.08,-0.14,0.12,-30.37,125.14,-199.22,211.5
ENBR,ENZV,463,-1.93,11.78,-29.64,9.33,-0.01,0.06,-0.12,0.07,-14.7,96.1,-172.07,137.8
ENBR,ESSA,52,-15.17,11.17,-26.84,5.12,0.02,0.05,-0.04,0.1,34.07,89.92,-80.89,182.54
ENCN,EHAM,81,-21.68,12.27,-38.8,1.5,0.04,0.06,-0.05,0.14,80.03,128.31,-89.5,307.4
ENCN,ENBR,140,-15.52,12.7,-39.61,1.93,-0.09,0.06,-0.18,0.02,-99.04,72.43,-210.08,20.45
ENCN,ENGM,168,-4.25,13.62,-21.67,13.73,-0.07,0.06,-0.16,0.03,-159.76,147.96,-365.2,75.59
ENDU,ENGM,85,-8.06,17.88,-33.96,26.1,0.05,0.11,-0.11,0.24,125.32,250.75,-263.72,557.72
ENEV,ENAN,1,0.0,,0.0,0.0,-0.06,,-0.06,-0.06,-33.0,,-33.0,-33.0
ENEV,ENGM,211,-18.18,13.05,-40.6,1.2,0.02,0.08,-0.11,0.14,50.81,180.84,-250.75,328.2
ENFL,ENBR,113,-19.66,7.23,-24.2,-1.2,-0.16,0.05,-0.23,-0.06,-92.4,32.21,-132.98,-36.98
ENFL,ENGM,78,-5.59,9.57,-21.82,5.7,0.02,0.09,-0.11,0.15,14.59,51.77,-66.48,89.0
ENGM,BIKF,88,3.99,10.1,-10.46,21.52,0.04,0.06,-0.06,0.14,105.6,160.68,-142.31,359.45
ENGM,EBBR,87,1.52,11.51,-14.0,21.26,0.04,0.07,-0.06,0.13,79.99,147.07,-140.56,285.87
ENGM,EDDB,95,3.82,13.96,-16.44,22.62,0.05,0.06,-0.05,0.13,113.32,138.91,-108.6,301.3
ENGM,EDDF,132,-35.65,19.1,-60.94,-4.97,-0.15,0.09,-0.28,-0.02,-363.23,226.98,-680.0,-42.68
ENGM,EDDL,76,0.08,10.49,-12.42,15.45,0.03,0.08,-0.05,0.14,69.79,196.5,-104.92,351.42
ENGM,EDDM,109,-14.18,12.87,-29.92,10.86,-0.11,0.07,-0.24,0.0,-268.42,179.68,-600.96,5.12
ENGM,EFHK,136,0.4,7.02,-10.28,12.98,0.02,0.05,-0.04,0.11,41.72,114.06,-92.98,259.12
ENGM,EGCC,58,-23.34,19.08,-53.72,7.6,-0.04,0.1,-0.16,0.1,-103.07,224.82,-387.84,220.01
ENGM,EGKK,108,9.22,11.93,-4.41,23.39,0.18,0.14,-0.02,0.47,441.52,337.63,-48.39,1117.35
ENGM,EGLL,211,0.59,9.36,-13.65,15.5,0.13,0.13,-0.05,0.39,295.8,306.25,-113.1,912.55
ENGM,EHAM,246,3.54,8.54,-11.65,17.03,0.05,0.06,-0.05,0.14,105.2,140.88,-126.38,315.62
ENGM,EKBI,101,-0.74,5.67,-6.1,7.4,0.04,0.04,-0.02,0.11,75.52,84.66,-36.1,210.7
ENGM,EKCH,541,-11.65,72.29,-28.1,12.8,-0.11,0.17,-0.22,0.02,-243.18,411.27,-509.3,53.1
ENGM,ENAL,212,2.35,8.77,-6.94,9.4,0.05,0.07,-0.06,0.16,115.77,162.69,-150.94,344.92
ENGM,ENAT,54,-7.36,7.69,-21.38,1.43,0.03,0.05,-0.06,0.11,68.14,129.04,-130.1,267.17
ENGM,ENBL,116,-28.79,12.25,-58.25,-9.15,-0.18,0.12,-0.33,-0.07,-104.82,68.16,-196.38,-37.4
ENGM,ENBO,286,1.37,9.72,-9.4,13.4,0.03,0.07,-0.07,0.13,67.96,154.56,-165.6,311.35
ENGM,ENBR,673,-15.49,8.7,-23.0,0.6,-0.03,0.07,-0.14,0.09,-62.44,164.23,-326.66,191.42
ENGM,ENCN,168,-32.19,12.74,-44.03,-8.91,-0.09,0.07,-0.18,-0.0,-216.9,166.76,-428.3,-4.2
ENGM,ENDU,84,10.86,11.83,-6.39,27.78,0.06,0.07,-0.04,0.16,133.48,173.28,-102.34,376.81
ENGM,ENEV,209,10.26,15.0,-9.34,31.0,0.07,0.07,-0.04,0.18,170.35,164.04,-97.7,437.48
ENGM,ENFL,78,-15.15,17.03,-51.28,18.88,-0.01,0.17,-0.18,0.36,-4.57,102.29,-108.36,214.5
ENGM,ENHD,153,-3.4,6.07,-11.24,1.68,0.04,0.06,-0.05,0.14,103.03,150.75,-133.34,336.54
ENGM,ENKB,56,2.89,5.39,-3.02,9.68,0.0,0.09,-0.11,0.1,6.3,203.98,-266.77,233.08
ENGM,ENML,121,-6.1,8.22,-13.9,4.5,0.0,0.08,-0.1,0.1,0.36,180.68,-252.1,256.0
ENGM,ENOV,142,-3.88,11.41,-34.48,6.32,-0.11,0.08,-0.23,0.01,-67.18,44.3,-135.78,5.2
ENGM,ENSG,104,-6.27,23.22,-35.2,-1.96,-0.07,0.17,-0.21,0.01,-42.47,104.29,-124.67,7.73
ENGM,ENTC,337,13.12,17.29,-9.74,34.9,0.07,0.08,-0.06,0.2,165.59,193.58,-136.08,480.62
ENGM,ENVA,669,-6.36,5.44,-15.8,0.9,-0.04,0.05,-0.13,0.05,-95.76,119.73,-287.5,104.62
ENGM,ENZV,586,0.97,7.04,-3.4,11.0,0.04,0.07,-0.05,0.14,79.01,162.91,-123.9,289.77
ENGM,EPGD,68,-25.23,12.48,-47.12,-4.7,-0.08,0.06,-0.15,0.04,-192.24,142.81,-375.0,104.35
ENGM,EPKK,80,-40.61,14.31,-60.4,-17.58,-0.13,0.07,-0.23,-0.02,-317.02,177.42,-607.62,-40.0
ENGM,EPWA,88,-33.06,22.1,-62.95,-4.58,-0.08,0.09,-0.22,0.07,-173.53,194.05,-443.33,161.83
ENGM,ESSA,517,4.82,12.86,-9.5,35.28,0.03,0.08,-0.06,0.15,70.04,233.24,-136.82,360.18
ENGM,EVRA,90,2.67,7.16,-7.16,14.59,0.03,0.06,-0.04,0.14,63.72,115.47,-84.5,293.04
ENGM,LEAL,104,-2.36,10.34,-14.1,16.56,0.03,0.07,-0.08,0.15,69.9,166.54,-193.24,344.79
ENGM,LEBL,86,-6.57,12.07,-25.75,16.95,-0.06,0.07,-0.18,0.06,-144.69,170.19,-435.48,145.68
ENGM,LEMG,94,-1.25,15.72,-19.91,26.78,0.03,0.08,-0.07,0.16,77.29,179.6,-153.34,393.34
ENGM,LEPA,59,-9.18,17.76,-38.7,17.65,-0.03,0.08,-0.15,0.08,-71.4,199.86,-349.54,201.3
ENGM,LFMN,68,-43.87,23.82,-65.53,-2.08,-0.21,0.09,-0.33,-0.07,-483.69,202.59,-787.46,-158.29
ENGM,LFPG,164,-7.14,11.87,-18.47,14.44,0.01,0.08,-0.13,0.12,13.59,184.43,-311.52,279.63
ENGM,LIMC,58,-43.4,23.61,-64.84,7.8,-0.16,0.12,-0.27,-0.01,-367.89,270.34,-635.7,-20.22
ENGM,LIRF,58,-34.06,17.85,-55.94,-2.96,-0.14,0.09,-0.28,-0.0,-335.03,219.92,-661.8,-8.56
ENGM,LKPR,56,-6.9,14.74,-26.12,17.55,-0.02,0.07,-0.12,0.08,-48.73,173.63,-281.48,187.48
ENGM,LSZH,72,-19.49,9.83,-28.74,-6.06,-0.03,0.11,-0.17,0.12,-80.2,247.78,-403.12,223.05
ENGM,LTFM,81,-28.32,27.1,-67.7,10.2,-0.08,0.09,-0.18,0.07,-205.16,325.54,-541.7,186.7
ENGM,OTHH,63,26.43,23.42,-5.56,64.5,0.06,0.09,-0.06,0.21,414.37,566.89,-423.8,1348.31
ENHD,ENBR,48,-10.12,9.47,-27.81,2.42,-0.11,0.06,-0.22,-0.01,-66.85,38.72,-133.68,-3.97
ENHD,ENGM,155,-1.91,11.22,-26.95,11.95,-0.07,0.06,-0.17,0.01,-161.0,142.16,-409.46,32.15
ENHF,ENTC,163,-21.43,10.14,-27.3,0.7,-0.18,0.07,-0.28,-0.02,-107.26,43.17,-165.81,-12.63
ENHV,ENHF,61,-6.22,10.46,-29.5,2.8,-0.08,0.06,-0.2,-0.02,-49.92,35.65,-118.8,-11.2
ENKB,ENBR,96,-40.52,10.13,-50.85,-19.7,-0.15,0.09,-0.3,0.02,-159.69,89.07,-277.92,21.15
ENKB,ENGM,59,1.2,10.91,-16.82,18.39,0.0,0.07,-0.09,0.11,0.6,158.74,-234.77,260.84
ENKR,ENTC,50,-7.26,7.88,-16.7,5.75,-0.01,0.1,-0.16,0.12,47.73,143.33,-96.78,292.87
ENKR,ENVD,70,-4.7,4.51,-8.91,7.01,-0.03,0.04,-0.09,0.03,-20.57,21.36,-51.62,19.66
ENLK,ENBO,176,-4.69,8.54,-16.5,5.4,-0.05,0.05,-0.13,0.03,-29.7,31.35,-78.62,20.55
ENML,ENBR,72,-24.41,10.55,-36.29,-3.84,-0.11,0.06,-0.22,-0.02,-123.46,62.54,-213.1,-21.0
ENML,ENGM,122,0.99,11.38,-22.66,16.68,-0.01,0.07,-0.14,0.09,-17.89,165.96,-325.64,224.56
ENMS,ENBO,52,-7.67,7.86,-14.74,5.52,-0.13,0.05,-0.19,-0.05,-78.98,31.45,-114.02,-27.3
ENMS,ENVA,75,-8.29,6.25,-13.73,0.79,-0.13,0.07,-0.23,-0.03,-78.52,39.9,-137.46,-16.25
ENNA,ENTC,72,-6.04,8.62,-16.65,6.54,0.0,0.07,-0.05,0.08,1.26,44.1,-30.53,49.21
ENNM,ENVA,70,-7.2,7.73,-15.48,5.42,-0.06,0.05,-0.14,0.05,-34.83,31.65,-80.14,29.93
ENOV,ENGM,144,-29.95,10.29,-50.77,-15.68,-0.18,0.07,-0.31,-0.07,-105.87,43.83,-178.66,-43.45
ENRA,ENBO,75,-6.42,7.13,-14.76,3.23,-0.08,0.05,-0.14,0.04,-47.63,32.96,-86.4,21.46
ENRA,ENVA,102,-8.08,4.32,-13.39,0.19,-0.12,0.07,-0.22,-0.0,-69.27,41.53,-130.1,-0.7
ENSD,ENGM,66,-8.01,32.38,-35.0,4.95,-0.09,0.17,-0.26,0.06,-55.59,98.19,-152.77,35.45
ENSG,ENGM,67,-15.44,20.51,-36.78,-5.41,-0.14,0.15,-0.28,-0.05,-85.15,87.84,-154.94,-31.21
ENSG,ENSD,76,-9.17,2.97,-15.3,-5.82,-0.07,0.04,-0.13,-0.02,-41.37,21.12,-78.05,-9.78
ENSH,ENBO,137,-8.82,6.17,-13.9,2.0,-0.07,0.04,-0.12,0.02,-40.96,25.7,-74.02,9.24
ENSK,ENBO,118,-7.72,11.17,-13.62,2.26,-0.09,0.09,-0.17,-0.0,-53.63,51.55,-104.0,-0.05
ENSK,ENTC,51,8.67,12.07,-3.2,25.55,-0.06,0.09,-0.16,0.08,-36.98,51.94,-98.1,49.4
ENST,ENBO,48,-0.05,6.26,-13.22,5.8,-0.08,0.04,-0.15,-0.02,-45.56,26.13,-87.18,-9.17
ENST,ENVA,69,-9.46,5.94,-14.96,2.56,-0.14,0.07,-0.22,-0.02,-79.37,42.62,-134.88,-9.36
ENTC,ENAT,155,1.56,15.39,-8.36,8.44,-0.07,0.12,-0.15,0.01,-47.29,92.29,-128.78,22.08
ENTC,ENBO,55,-29.07,10.29,-38.82,-8.27,-0.08,0.09,-0.22,0.03,-130.26,159.65,-311.82,64.33
ENTC,ENBR,10,-15.6,8.48,-23.84,-0.89,-0.14,0.13,-0.34,0.03,-164.87,154.68,-387.54,36.44
ENTC,ENGM,342,-16.98,15.63,-42.09,14.37,0.02,0.09,-0.13,0.16,54.82,207.19,-293.42,387.54
ENTC,ENHF,137,-17.16,12.77,-22.8,2.48,-0.19,0.09,-0.27,-0.05,-114.43,53.76,-161.1,-30.36
ENTC,ENNA,72,3.25,14.88,-4.54,9.75,0.05,0.12,-0.01,0.11,28.76,74.32,-5.93,64.9
ENTC,ENSK,50,-11.9,3.26,-14.5,-3.0,-0.11,0.04,-0.17,-0.05,-66.67,23.66,-102.32,-28.45
ENTO,EHAM,56,8.91,12.0,-5.12,28.12,0.06,0.06,-0.03,0.16,117.16,118.83,-61.05,327.88
ENTO,ENBR,130,-26.07,9.54,-38.52,-10.84,-0.1,0.07,-0.2,0.03,-112.39,78.77,-232.63,34.05
ENTO,ENVA,60,-16.46,6.53,-25.54,-5.29,-0.09,0.05,-0.17,-0.03,-102.22,55.62,-196.98,-33.21
ENTO,ENZV,69,-1.39,3.32,-8.32,2.22,-0.01,0.04,-0.07,0.04,-16.0,42.07,-82.82,46.14
ENTO,EPGD,71,-17.69,12.83,-38.9,4.35,-0.03,0.03,-0.09,0.02,-67.93,88.11,-227.9,43.3
ENVA,EHAM,86,-13.05,10.82,-29.25,1.92,0.05,0.09,-0.09,0.15,101.85,186.24,-194.68,330.0
ENVA,EKCH,68,-4.85,9.1,-18.83,8.32,-0.07,0.05,-0.15,0.01,-108.25,85.91,-218.7,21.04
ENVA,ENBN,98,-6.21,2.09,-9.6,-2.79,-0.11,0.04,-0.16,-0.05,-65.41,23.42,-98.28,-31.67
ENVA,ENBO,107,4.23,14.53,-7.57,17.55,-0.01,0.08,-0.11,0.12,-27.75,113.2,-216.36,182.94
ENVA,ENBR,279,-12.23,7.51,-20.35,0.61,0.03,0.09,-0.12,0.17,56.26,141.27,-141.67,281.8
ENVA,ENGM,673,-12.83,11.12,-33.44,7.0,-0.02,0.07,-0.14,0.09,-31.08,153.23,-280.48,213.3
ENVA,ENMS,77,0.97,7.24,-4.8,6.5,-0.09,0.08,-0.16,-0.03,-51.38,49.48,-96.38,-17.92
ENVA,ENRA,100,-0.24,4.39,-8.7,8.0,-0.05,0.06,-0.12,0.03,-27.86,37.94,-74.12,20.0
ENVA,ENRM,68,-24.19,6.6,-30.96,-6.56,-0.18,0.08,-0.26,-0.11,-106.3,44.12,-150.6,-65.12
ENVA,ENST,72,-14.56,10.69,-27.84,-2.85,-0.14,0.06,-0.25,-0.07,-82.01,33.75,-148.8,-42.51
ENVA,ENTO,57,-12.37,3.23,-16.8,-5.26,-0.05,0.06,-0.13,0.04,-58.92,70.66,-148.84,48.38
ENVA,ENZV,82,-13.36,8.32,-26.6,0.55,0.03,0.07,-0.06,0.13,59.26,123.15,-81.82,228.48
ENVD,ENKR,69,-5.79,4.75,-17.1,0.7,-0.04,0.04,-0.1,0.02,-23.68,23.67,-62.22,11.6
ENVD,ENTC,51,-9.05,33.51,-19.3,5.8,-0.06,0.15,-0.16,0.03,-36.57,91.98,-98.6,17.0
ENZV,EDDF,60,-37.82,19.33,-66.18,-7.33,-0.14,0.08,-0.27,-0.04,-377.77,229.48,-779.21,-100.15
ENZV,EGPD,86,-17.57,4.23,-22.8,-11.1,0.03,0.06,-0.06,0.13,39.63,90.32,-83.05,221.88
ENZV,EHAM,133,-8.9,19.32,-37.58,14.78,0.04,0.08,-0.09,0.16,90.33,181.42,-174.62,322.06
ENZV,EKCH,166,-25.86,16.47,-50.38,0.15,-0.1,0.07,-0.19,0.06,-169.24,131.09,-331.3,99.0
ENZV,ENBR,458,-29.15,13.28,-59.04,-8.52,-0.09,0.08,-0.23,0.02,-133.46,125.42,-308.6,48.42
ENZV,ENGM,582,-36.98,13.28,-57.36,-15.52,-0.14,0.08,-0.25,-0.0,-316.82,187.12,-587.78,-3.26
ENZV,ENTO,70,-30.77,7.01,-40.58,-17.53,-0.17,0.03,-0.22,-0.12,-193.89,35.07,-250.22,-134.93
ENZV,ENVA,85,-8.28,18.75,-37.52,23.94,-0.0,0.07,-0.11,0.12,-9.65,121.79,-189.4,207.4
EPGD,EDDF,70,-24.3,20.89,-51.66,6.51,-0.15,0.07,-0.26,-0.03,-245.0,120.72,-409.3,-50.23
EPGD,EDDM,60,-5.31,16.45,-25.72,22.52,-0.04,0.07,-0.13,0.1,-50.8,96.4,-178.6,143.65
EPGD,EGGW,60,-6.96,15.49,-32.66,17.57,0.11,0.09,0.0,0.28,287.42,239.72,6.23,785.01
EPGD,EGSS,60,3.92,13.42,-18.45,23.92,0.08,0.04,0.01,0.14,190.86,104.52,29.17,335.84
EPGD,EHAM,87,4.62,9.58,-12.08,20.15,0.06,0.05,-0.05,0.14,128.51,121.3,-116.71,299.41
EPGD,EKCH,102,-19.66,12.42,-34.38,0.89,-0.13,0.07,-0.24,-0.01,-279.62,167.61,-554.47,-14.02
EPGD,ENGM,68,-13.67,14.85,-38.79,3.66,-0.01,0.06,-0.12,0.09,-28.48,150.3,-283.3,228.98
EPGD,ENTO,71,-14.36,16.51,-47.05,4.0,-0.01,0.05,-0.1,0.07,-38.06,129.26,-260.35,156.35
EPGD,EPWA,174,-38.9,20.92,-68.0,-10.46,-0.05,0.06,-0.14,0.07,-83.72,120.24,-250.2,136.97
EPGD,ESGG,50,-2.07,9.48,-23.22,8.65,0.06,0.05,-0.03,0.13,146.5,120.73,-69.1,316.27
EPGD,ESKN,55,-6.89,12.87,-32.76,5.75,0.03,0.05,-0.07,0.1,90.65,146.25,-176.56,273.88
EPGD,ESSA,60,4.54,14.1,-17.46,30.0,0.03,0.08,-0.07,0.14,76.31,187.86,-168.44,342.53
EPKK,EDDF,123,-31.73,20.76,-63.46,0.89,-0.23,0.08,-0.35,-0.11,-561.95,186.79,-877.57,-264.89
EPKK,EDDM,90,-23.83,18.84,-50.06,6.27,-0.12,0.07,-0.25,-0.02,-282.28,178.19,-570.12,-44.92
EPKK,EGGW,60,-8.77,16.4,-32.3,18.32,0.08,0.09,-0.05,0.21,203.75,234.25,-119.5,565.62
EPKK,EGKK,59,8.08,14.86,-13.54,29.83,0.16,0.13,-0.04,0.38,390.74,325.84,-118.85,1052.33
EPKK,EGSS,81,3.12,13.74,-12.3,23.0,0.08,0.06,-0.01,0.17,187.45,138.95,-22.0,403.3
EPKK,EHAM,84,9.66,9.88,-5.37,28.52,0.03,0.07,-0.06,0.13,84.62,165.45,-130.94,340.34
EPKK,ENGM,81,-19.51,18.45,-55.9,1.2,-0.05,0.07,-0.13,0.06,-119.29,167.54,-315.3,144.7
EPKK,EPWA,176,-16.06,16.26,-36.15,10.95,0.0,0.07,-0.08,0.13,7.88,126.02,-155.18,234.05
EPKK,LFPG,61,-1.04,21.39,-32.9,33.2,0.04,0.08,-0.07,0.16,109.19,196.5,-163.9,403.4
EPKK,LOWW,89,5.87,17.31,-18.84,32.8,0.03,0.06,-0.05,0.13,61.14,117.47,-99.0,255.6
EPKT,EDDF,75,-32.91,24.74,-69.25,3.6,-0.2,0.07,-0.3,-0.1,-366.01,134.11,-572.33,-184.8
EPKT,EDLW,93,-10.2,17.86,-35.14,24.52,0.02,0.05,-0.04,0.11,57.82,120.47,-106.26,252.98
EPKT,EGGW,60,-15.62,17.0,-42.51,15.72,0.06,0.07,-0.02,0.19,169.54,184.25,-55.7,489.46
EPKT,EPWA,78,-34.37,17.75,-54.47,-7.27,-0.04,0.07,-0.13,0.06,-74.62,116.37,-221.86,114.26
EPLB,EGGW,51,-25.09,13.77,-44.15,-4.3,0.02,0.06,-0.08,0.11,36.92,147.91,-196.25,265.6
EPMO,EGSS,75,-9.87,14.97,-30.33,15.75,0.05,0.06,-0.05,0.15,115.93,143.49,-122.9,339.3
EPPO,EDDF,81,-24.82,20.6,-47.9,10.3,-0.17,0.05,-0.26,-0.09,-233.83,76.13,-366.4,-131.1
EPPO,EDDM,60,-39.25,17.69,-62.46,-6.92,-0.16,0.07,-0.27,-0.06,-224.01,93.33,-373.65,-79.65
EPPO,EPWA,94,-60.26,20.79,-87.67,-26.02,-0.11,0.07,-0.21,0.02,-201.39,121.09,-378.62,40.45
EPRZ,EPWA,139,-53.66,22.21,-83.6,-19.4,-0.09,0.07,-0.17,0.05,-164.95,144.66,-346.25,96.38
EPSC,EPWA,86,-53.68,22.06,-81.9,-19.23,-0.14,0.06,-0.24,-0.04,-252.15,117.52,-449.4,-66.47
EPWA,CYYZ,57,8.75,26.96,-4.4,20.14,0.04,0.31,-0.07,0.1,218.92,1726.62,-370.62,509.42
EPWA,EBBR,130,-1.06,13.26,-14.16,20.58,-0.0,0.07,-0.1,0.12,-2.72,147.23,-203.53,283.4
EPWA,EDDF,192,-25.15,20.08,-53.59,5.38,-0.14,0.09,-0.27,-0.01,-327.73,229.1,-691.49,-30.81
EPWA,EDDH,62,-39.17,15.93,-57.78,-8.81,-0.09,0.06,-0.16,0.01,-154.0,100.5,-266.53,9.97
EPWA,EDDL,83,6.23,8.69,-3.65,20.49,0.05,0.05,-0.03,0.15,89.52,99.54,-59.35,266.63
EPWA,EDDM,203,-8.33,13.15,-25.29,16.82,-0.05,0.07,-0.15,0.03,-83.18,118.83,-247.94,69.97
EPWA,EETN,99,-31.25,10.02,-48.76,-13.8,-0.11,0.05,-0.19,-0.02,-208.45,103.99,-369.03,-30.0
EPWA,EFHK,86,-26.6,9.84,-39.08,-6.6,-0.07,0.05,-0.14,0.02,-149.49,101.46,-292.98,47.7
EPWA,EGGW,83,-4.87,16.22,-24.35,24.54,0.09,0.11,-0.03,0.25,236.07,302.13,-71.86,712.64
EPWA,EGLL,170,10.29,13.41,-8.49,33.46,0.18,0.13,0.03,0.43,411.19,296.86,70.68,1017.4
EPWA,EHAM,227,7.29,10.47,-9.11,24.65,0.04,0.06,-0.05,0.13,85.29,127.2,-89.57,280.48
EPWA,EKCH,155,-15.64,21.54,-71.7,11.98,-0.1,0.07,-0.23,-0.01,-196.14,129.31,-433.51,-19.61
EPWA,ENGM,88,-12.06,16.12,-38.08,13.23,-0.05,0.06,-0.14,0.03,-109.97,123.98,-325.56,45.81
EPWA,EPGD,175,-24.51,17.25,-41.2,8.34,-0.02,0.05,-0.08,0.07,-37.1,91.43,-150.0,120.0
EPWA,EPKK,176,-25.38,10.1,-42.62,-7.4,-0.05,0.04,-0.12,0.02,-95.27,75.29,-216.02,30.0
EPWA,EPKT,77,-25.82,11.48,-38.34,-1.36,-0.04,0.03,-0.08,0.0,-73.02,58.99,-150.0,0.0
EPWA,EPPO,93,-6.06,20.42,-26.5,23.96,0.0,0.04,-0.06,0.07,7.6,73.43,-111.32,130.68
EPWA,EPRZ,138,-37.8,13.76,-57.7,-15.45,-0.03,0.04,-0.09,0.04,-65.42,79.18,-180.0,75.81
EPWA,EPSC,87,-6.99,17.5,-23.6,29.37,0.03,0.04,-0.04,0.1,52.71,80.47,-77.5,177.0
EPWA,EPWR,175,4.37,11.76,-8.53,24.09,0.03,0.04,-0.02,0.1,59.3,65.9,-32.78,180.0
EPWA,ESSA,87,6.08,16.18,-25.36,31.14,0.04,0.09,-0.07,0.17,87.8,177.21,-123.62,338.63
EPWA,EVRA,60,-23.33,14.64,-54.2,-4.79,-0.07,0.05,-0.17,-0.0,-128.88,94.95,-292.94,-7.27
EPWA,EYVI,131,-13.81,11.32,-32.25,5.25,-0.03,0.06,-0.11,0.04,-67.04,134.92,-215.0,81.7
EPWA,KJFK,58,5.74,9.65,-6.1,22.73,0.06,0.06,-0.03,0.16,331.27,321.48,-147.44,829.78
EPWA,LBSF,61,-39.88,40.68,-66.0,-18.1,-0.08,0.19,-0.2,-0.02,-152.53,349.59,-371.5,-32.1
EPWA,LEBL,55,-3.89,11.47,-20.01,19.0,-0.01,0.07,-0.12,0.11,-19.49,165.86,-275.74,260.6
EPWA,LFPG,208,0.27,13.81,-17.44,27.66,0.04,0.08,-0.08,0.18,84.95,170.44,-159.98,385.36
EPWA,LHBP,143,-20.01,11.7,-37.17,-5.11,-0.03,0.04,-0.09,0.04,-64.86,85.0,-184.4,82.85
EPWA,LIMC,77,-40.05,20.12,-62.6,-5.3,-0.18,0.11,-0.3,-0.03,-356.17,212.42,-611.14,-54.0
EPWA,LIRF,54,-37.86,13.32,-58.73,-15.47,-0.1,0.09,-0.2,-0.0,-259.62,238.58,-552.46,-13.67
EPWA,LKPR,120,-8.02,12.13,-25.1,9.8,-0.02,0.06,-0.08,0.1,-31.25,106.42,-161.0,170.5
EPWA,LLBG,98,-27.46,18.7,-55.56,3.16,-0.01,0.08,-0.11,0.15,-10.79,190.41,-250.91,335.8
EPWA,LOWW,186,7.63,15.21,-9.3,35.83,0.05,0.06,-0.03,0.17,94.12,119.56,-79.75,322.12
EPWA,LROP,91,-71.6,22.8,-112.3,-33.2,-0.14,0.06,-0.25,-0.03,-263.19,124.84,-465.0,-60.0
EPWA,LSGG,58,3.05,4.89,-6.09,9.73,0.06,0.06,-0.01,0.16,126.81,115.4,-27.76,296.44
EPWA,LSZH,120,-13.45,10.03,-22.64,10.81,-0.03,0.07,-0.14,0.11,-56.46,142.54,-310.6,215.75
EPWA,LTFM,116,-59.88,25.74,-104.82,-19.1,-0.11,0.09,-0.24,0.03,-248.12,250.03,-560.85,60.0
EPWA,LUKK,60,-45.88,14.8,-65.64,-19.82,-0.11,0.05,-0.18,-0.05,-202.17,91.61,-366.7,-89.0
EPWA,LYPG,53,-9.72,6.59,-19.88,0.5,0.01,0.05,-0.09,0.08,20.98,115.64,-158.7,213.1
EPWA,OMDB,60,-24.13,26.62,-61.58,22.12,0.1,0.14,-0.11,0.3,721.81,876.91,-270.56,2261.24
EPWR,EDDF,107,-26.69,20.8,-52.67,3.18,-0.16,0.07,-0.26,-0.07,-250.76,104.24,-405.57,-97.6
EPWR,EDDM,80,-11.35,15.34,-30.42,19.7,-0.09,0.06,-0.2,0.02,-130.45,95.33,-280.06,22.52
EPWR,EPWA,175,-49.74,17.29,-71.86,-15.84,-0.08,0.09,-0.18,0.07,-155.58,160.44,-363.94,120.03
ESDF,ESSA,70,-17.67,20.15,-42.23,12.8,0.0,0.12,-0.12,0.18,4.56,130.8,-157.98,164.46
ESDF,ESSB,65,-12.28,2.64,-15.4,-8.62,-0.04,0.03,-0.09,0.01,-37.64,30.02,-78.68,7.76
ESGG,EBBR,61,-1.47,15.15,-13.0,24.1,0.05,0.08,-0.05,0.18,104.12,185.03,-110.0,399.1
