ADEP,ADES,cluster_kmeans,n,delta_dist_nm_self_mean,delta_dist_nm_self_std,delta_dist_nm_self_p5,delta_dist_nm_self_p95,delta_duration_h_self_mean,delta_duration_h_self_std,delta_duration_h_self_p5,delta_duration_h_self_p95,delta_fuel_kg_self_mean,delta_fuel_kg_self_std,delta_fuel_kg_self_p5,delta_fuel_kg_self_p95
EDDS,BKPR,1,22,-52.19,16.23,-70.0,-19.78,-0.1,0.06,-0.18,-0.02,-296.29,201.56,-568.4,-51.7
EDDS,EDDB,0,125,-1.13,15.04,-28.82,24.3,0.03,0.06,-0.06,0.11,71.38,138.8,-142.96,276.82
EDDS,EDDB,1,52,-0.2,14.4,-19.42,25.33,0.04,0.05,-0.05,0.11,82.96,120.21,-118.83,235.6
EDDS,EDDF,0,121,-27.68,16.08,-50.6,0.1,-0.17,0.05,-0.26,-0.08,-397.78,137.76,-622.9,-175.4
EDDS,EDDH,0,148,-30.21,12.67,-45.03,-4.12,-0.13,0.05,-0.22,-0.05,-289.48,114.0,-489.38,-107.47
EDDS,EDDM,0,112,2.23,13.62,-13.52,26.17,-0.04,0.06,-0.13,0.07,-52.84,90.4,-175.06,118.62
EDDS,EGLL,0,136,-7.34,11.24,-19.1,12.65,0.15,0.11,-0.01,0.33,331.38,244.57,-17.68,733.02
EDDS,EHAM,0,49,-0.64,8.86,-14.08,14.88,0.0,0.05,-0.07,0.08,7.22,119.91,-150.3,182.08
EDDS,EHAM,1,94,0.09,9.25,-12.39,15.15,-0.02,0.06,-0.11,0.08,-43.39,117.42,-235.51,154.52
EDDS,EHAM,2,17,-8.37,18.86,-38.64,13.5,0.03,0.08,-0.08,0.13,67.75,174.22,-159.76,296.86
EDDS,LEBL,0,100,-9.21,11.28,-33.25,11.62,-0.03,0.07,-0.14,0.09,-65.22,178.03,-348.46,216.36
EDDS,LEPA,0,243,-12.01,16.68,-37.09,13.91,0.01,0.08,-0.1,0.14,17.69,193.71,-244.41,343.37
EDDS,LFPG,0,76,6.38,17.79,-7.12,38.6,0.13,0.08,0.03,0.26,292.38,175.0,95.15,603.67
EDDS,LGIR,0,23,-25.73,18.67,-54.2,2.22,-0.03,0.04,-0.08,0.03,-72.91,105.63,-209.85,77.85
EDDS,LGIR,1,18,-13.83,7.76,-22.69,1.61,-0.05,0.04,-0.1,0.01,-130.52,94.01,-242.2,18.99
EDDS,LGIR,2,48,-9.1,10.34,-25.18,6.23,-0.02,0.05,-0.1,0.08,-47.68,126.97,-212.0,189.85
EDDS,LGTS,0,64,-12.7,17.78,-42.11,18.09,-0.04,0.06,-0.15,0.06,-100.21,150.81,-362.64,144.27
EDDS,LOWW,0,140,3.03,17.18,-12.3,30.3,0.01,0.09,-0.13,0.15,16.56,191.43,-309.26,300.0
EDDS,LSZH,0,59,-19.56,7.97,-26.24,-0.38,-0.01,0.07,-0.1,0.08,-37.82,156.23,-256.49,199.99
EDDS,LTAI,0,56,-7.49,16.08,-31.17,15.05,0.01,0.09,-0.13,0.17,26.22,230.35,-333.32,391.65
EDDS,LTAI,1,56,-6.54,13.04,-26.18,13.38,0.05,0.07,-0.05,0.17,109.14,175.86,-128.32,387.48
EDDS,LTAI,2,87,-11.37,19.68,-45.95,17.34,0.02,0.08,-0.11,0.18,44.59,196.98,-268.0,409.69
EDDS,LTAI,3,22,-9.96,11.33,-29.06,9.84,0.03,0.07,-0.05,0.1,90.61,206.85,-120.0,278.0
EDDS,LTBJ,0,40,2.21,32.32,-72.39,33.28,-0.03,0.09,-0.2,0.08,-65.6,213.51,-480.0,202.0
EDDS,LTBJ,1,19,-9.45,27.32,-78.62,18.73,-0.04,0.07,-0.17,0.05,-103.86,177.57,-416.0,106.5
EDDS,LTBJ,2,22,6.14,25.02,-46.13,44.29,0.02,0.08,-0.12,0.13,43.01,196.41,-280.0,316.0
EDDS,LTFJ,0,15,-12.75,18.86,-34.01,24.68,0.04,0.16,-0.09,0.34,101.78,393.86,-227.48,804.0
EDDS,LTFJ,1,45,-20.7,25.05,-66.0,17.92,-0.0,0.12,-0.16,0.21,1.44,291.37,-395.0,529.36
EDDS,LTFJ,2,32,-10.11,22.16,-40.94,20.33,0.04,0.18,-0.13,0.28,97.48,436.59,-318.67,691.68
EDDS,LTFM,0,100,-20.25,26.74,-43.9,9.14,-0.02,0.16,-0.13,0.1,-54.95,482.52,-360.67,286.92
EDDS,LTFM,1,20,-29.76,23.82,-62.9,12.1,-0.07,0.09,-0.15,0.09,-195.84,242.37,-428.17,245.07
EDDV,EDDF,0,128,-33.69,22.23,-56.56,-7.94,-0.21,0.11,-0.31,-0.11,-489.65,261.02,-753.26,-218.08
EDDV,EDDM,0,164,-25.32,14.33,-44.5,-0.5,-0.16,0.08,-0.29,-0.03,-381.47,200.49,-676.02,-61.08
EDDV,EGLL,0,41,11.1,12.37,0.6,30.6,0.23,0.11,0.1,0.43,557.59,275.28,225.0,1111.8
EDDV,EGLL,1,18,17.49,15.75,0.15,45.25,0.31,0.14,0.14,0.56,732.56,318.89,338.97,1368.87
EDDV,EHAM,0,104,4.41,8.65,-8.68,22.13,0.04,0.05,-0.04,0.12,69.0,90.95,-79.53,215.6
EDDV,LEBL,0,80,-4.47,13.8,-20.84,12.79,-0.09,0.09,-0.21,0.06,-210.36,222.03,-493.1,155.01
EDDV,LEPA,0,39,-6.46,14.04,-23.03,16.82,-0.03,0.06,-0.13,0.05,-86.02,141.06,-327.78,136.64
EDDV,LEPA,1,15,-14.75,18.46,-41.68,11.47,-0.03,0.05,-0.1,0.04,-68.57,123.52,-250.08,97.5
EDDV,LEPA,2,35,-12.13,10.9,-26.13,3.86,-0.05,0.06,-0.14,0.08,-122.05,151.74,-304.25,201.41
EDDV,LEPA,3,32,-14.43,19.31,-42.47,17.01,0.01,0.07,-0.1,0.14,30.74,164.87,-228.72,322.1
EDDV,LFPG,0,45,-15.23,16.3,-35.94,14.94,0.06,0.07,-0.04,0.17,142.87,177.03,-106.86,390.84
EDDV,LFPG,1,59,-13.41,15.46,-32.09,19.27,0.07,0.06,-0.01,0.16,141.97,120.0,-28.88,323.07
EDDV,LFPG,2,18,-12.68,14.52,-30.63,10.81,0.07,0.08,-0.04,0.17,111.76,151.54,-142.19,285.03
EDDV,LOWW,0,77,9.28,16.5,-9.0,37.68,0.06,0.05,-0.0,0.15,140.35,122.2,-6.0,378.0
EDDV,LSZH,0,53,-18.44,9.55,-28.06,-1.26,-0.02,0.1,-0.18,0.17,-51.05,231.81,-435.98,369.66
EDDV,LTAI,0,38,-5.86,10.98,-21.14,9.94,0.09,0.07,-0.02,0.2,213.14,175.43,-49.75,483.0
EDDV,LTAI,1,33,-3.55,14.97,-27.88,18.8,0.08,0.08,-0.09,0.19,179.55,195.7,-212.64,464.7
EDDV,LTAI,2,22,-1.86,20.89,-30.24,25.69,0.06,0.14,-0.08,0.18,147.34,365.86,-206.32,508.73
EDDV,LTAI,3,102,-7.38,22.37,-29.76,15.48,0.09,0.12,-0.03,0.22,201.05,266.9,-83.14,499.92
EDDV,LTAI,4,43,-7.39,15.14,-26.3,21.86,0.08,0.09,-0.07,0.21,183.88,200.88,-156.5,451.5
EDDV,LTFJ,0,56,-20.62,22.03,-47.15,28.08,-0.02,0.1,-0.14,0.18,-54.39,239.43,-343.8,447.95
EDDV,LTFM,0,104,-26.66,29.11,-64.87,21.36,0.02,0.14,-0.11,0.26,42.39,400.75,-319.7,739.61
EDDW,EDDF,0,135,-36.87,16.03,-55.53,-13.0,-0.22,0.07,-0.33,-0.1,-450.96,188.54,-750.88,-188.67
EDDW,EDDM,0,70,-23.99,15.44,-36.51,9.22,-0.14,0.07,-0.23,-0.04,-293.3,163.96,-528.01,-95.37
EDDW,EDDM,1,36,-26.14,12.55,-40.75,-7.95,-0.12,0.05,-0.21,-0.05,-248.37,118.71,-446.33,-107.28
EDDW,EDDM,2,15,-16.15,14.82,-30.83,12.43,-0.11,0.09,-0.23,0.02,-250.95,201.93,-504.04,53.41
EDDW,EDDM,3,15,-15.57,9.2,-23.17,1.09,-0.17,0.06,-0.26,-0.1,-304.22,147.03,-554.32,-146.49
EDDW,EHAM,0,98,0.1,9.19,-12.52,16.23,0.03,0.04,-0.05,0.09,55.52,79.07,-81.5,180.82
EDDW,LEPA,0,76,-8.24,13.35,-24.72,16.8,0.02,0.08,-0.09,0.16,38.15,191.18,-208.4,390.5
EDDW,LTAI,0,26,-0.83,30.86,-32.0,18.48,0.08,0.12,-0.07,0.25,175.51,282.23,-181.25,516.25
EDDW,LTAI,1,29,1.93,32.04,-23.68,40.76,0.08,0.13,-0.06,0.32,177.88,289.39,-146.0,768.38
EDDW,LTFM,0,50,-17.96,16.98,-45.53,3.45,0.04,0.16,-0.09,0.17,95.02,384.74,-244.0,398.98
EDJA,LEPA,0,34,-0.8,12.21,-11.37,22.49,0.05,0.09,-0.05,0.21,124.54,209.21,-119.0,497.71
EDJA,LEPA,1,19,-10.53,11.0,-30.45,4.11,0.0,0.07,-0.09,0.1,11.46,163.27,-211.37,244.63
EDLP,EDDM,0,59,3.25,14.86,-14.7,26.13,-0.07,0.07,-0.15,0.05,-98.61,97.17,-210.57,72.45
EDLP,LEPA,0,68,-6.07,16.47,-26.5,16.33,-0.01,0.08,-0.1,0.1,-17.56,194.42,-252.8,257.95
EDLP,LTAI,0,19,-15.04,39.72,-41.07,13.13,0.05,0.16,-0.09,0.21,126.75,381.05,-205.72,503.93
EDLP,LTAI,1,32,-22.19,13.55,-40.79,-0.77,0.05,0.08,-0.04,0.16,117.61,178.25,-95.4,372.47
EDLP,LTAI,2,42,-30.23,16.46,-55.61,-1.09,-0.04,0.08,-0.17,0.09,-96.19,203.25,-414.83,222.21
EDLV,LEPA,0,56,-1.65,17.33,-28.2,28.6,0.02,0.08,-0.09,0.14,34.53,173.97,-194.8,314.42
EDLW,EPKT,0,94,-20.17,16.45,-48.37,4.14,0.0,0.05,-0.05,0.06,8.75,128.55,-143.01,157.21
EDLW,LEPA,0,36,-4.34,12.82,-15.95,19.27,0.0,0.08,-0.12,0.11,6.1,194.93,-307.6,265.12
EDLW,LEPA,1,41,-20.98,10.98,-41.0,-5.4,-0.04,0.06,-0.13,0.06,-103.57,147.92,-322.3,128.9
EDNY,EDDF,0,106,-35.82,14.74,-57.0,-5.72,-0.18,0.04,-0.24,-0.11,-252.42,67.58,-349.48,-152.05
EDSB,LEPA,0,59,-26.38,14.41,-46.78,-4.17,-0.06,0.08,-0.17,0.06,-146.8,181.45,-403.53,135.9
EDSB,LEPA,1,30,-27.78,16.36,-47.7,0.34,-0.03,0.08,-0.16,0.09,-65.47,193.29,-395.31,223.1
EDSB,LEPA,2,17,-27.82,13.16,-43.54,-7.98,-0.03,0.07,-0.09,0.05,-67.56,157.65,-227.84,126.26
EEKE,EETN,0,51,-12.42,8.82,-21.95,0.0,0.01,0.08,-0.05,0.07,3.94,50.32,-32.5,43.35
EETN,EDDF,0,74,-32.74,19.6,-56.06,-3.39,-0.21,0.07,-0.31,-0.1,-520.92,174.46,-795.17,-237.82
EETN,EEKE,0,51,1.71,2.42,0.0,7.0,0.05,0.03,0.02,0.1,33.35,16.75,10.85,65.0
EETN,EFHK,0,221,15.04,6.65,1.1,22.3,0.1,0.03,0.04,0.16,93.66,45.09,36.2,175.4
EETN,EPWA,0,99,-32.02,16.28,-53.44,-1.36,-0.14,0.08,-0.22,-0.02,-262.43,155.59,-460.1,-33.8
EETN,ESSA,0,67,-15.46,16.38,-31.7,12.48,-0.01,0.09,-0.1,0.13,-10.81,139.81,-145.47,181.76
EETN,ESSA,1,43,-4.75,17.17,-33.76,16.41,0.02,0.09,-0.12,0.17,25.3,109.78,-109.62,191.07
EETN,ESSA,2,26,-2.7,17.87,-29.22,18.15,0.07,0.1,-0.07,0.24,95.87,128.07,-58.6,340.78
EETN,EVRA,0,120,2.76,7.88,-5.06,20.76,0.04,0.05,-0.01,0.14,77.68,90.0,-15.32,256.65
EETN,LTAI,0,16,2.26,16.13,-10.22,21.8,0.12,0.09,0.02,0.23,302.84,202.79,41.7,564.12
EETN,LTAI,1,17,1.79,35.05,-28.82,40.84,0.1,0.18,-0.09,0.31,239.65,413.08,-208.0,730.34
EFHK,BIKF,0,56,-4.2,13.9,-29.12,9.93,0.04,0.06,-0.02,0.17,105.8,149.35,-53.68,357.48
EFHK,EBBR,0,42,-2.6,35.26,-24.34,21.79,0.06,0.18,-0.05,0.17,166.44,409.82,-139.16,462.7
EFHK,EBBR,1,45,-3.17,10.45,-13.64,8.8,0.05,0.06,-0.03,0.16,180.76,264.87,-100.0,652.54
EFHK,EDDB,0,39,8.48,10.06,-1.99,25.13,0.07,0.07,0.0,0.16,182.65,166.96,9.04,390.27
EFHK,EDDB,1,19,12.66,11.17,-0.7,28.43,0.08,0.06,0.0,0.15,203.46,141.46,8.8,346.38
EFHK,EDDB,2,25,-3.77,16.68,-36.2,14.0,0.04,0.06,-0.04,0.14,91.91,167.18,-93.84,391.54
EFHK,EDDB,3,38,11.21,9.41,-5.26,27.12,0.08,0.05,0.01,0.15,202.33,130.59,12.13,374.33
EFHK,EDDF,0,45,-43.3,16.81,-62.02,-5.96,-0.13,0.07,-0.23,-0.03,-327.74,205.44,-599.14,-70.48
EFHK,EDDF,1,90,-26.71,19.44,-54.06,-3.16,-0.18,0.1,-0.35,-0.04,-445.64,263.87,-896.29,-95.14
EFHK,EDDH,0,24,-17.69,11.09,-28.54,1.98,-0.01,0.04,-0.05,0.09,-16.35,95.72,-117.7,197.22
EFHK,EDDH,1,33,-14.19,17.18,-27.86,20.36,-0.01,0.06,-0.09,0.09,-19.87,139.13,-207.84,195.66
EFHK,EDDL,0,19,1.39,7.14,-11.72,11.74,0.03,0.06,-0.06,0.12,79.2,142.99,-121.32,263.56
EFHK,EDDL,1,38,-0.87,8.31,-13.9,7.37,0.06,0.07,-0.04,0.14,148.77,161.81,-95.28,341.92
EFHK,EDDM,0,37,-3.21,12.17,-21.26,15.58,-0.04,0.09,-0.16,0.07,-111.65,211.14,-421.54,168.48
EFHK,EDDM,1,91,-3.85,13.85,-22.95,26.35,-0.05,0.07,-0.16,0.04,-122.85,177.24,-422.15,96.45
EFHK,EDDM,2,22,-3.59,14.11,-22.47,19.77,-0.03,0.1,-0.16,0.13,-76.76,246.13,-456.48,293.45
EFHK,EETN,0,238,-3.0,5.35,-11.62,2.3,0.0,0.03,-0.03,0.05,6.87,37.17,-29.92,80.0
EFHK,EFKK,0,50,-20.97,10.74,-33.76,-1.75,-0.11,0.05,-0.17,-0.03,-91.64,39.42,-144.96,-22.79
EFHK,EFKU,0,113,1.47,11.33,-16.48,21.76,0.01,0.05,-0.07,0.08,7.2,40.48,-58.62,66.58
EFHK,EFOU,0,46,-6.19,7.32,-22.18,0.0,0.03,0.03,-0.02,0.08,73.17,73.98,-40.17,182.65
EFHK,EFOU,1,25,-13.02,12.56,-37.04,0.0,0.01,0.05,-0.07,0.07,23.35,119.53,-147.96,203.16
EFHK,EFOU,2,47,-7.26,12.38,-14.67,1.96,0.02,0.05,-0.06,0.09,48.21,131.52,-134.97,207.47
EFHK,EFOU,3,101,-11.53,7.9,-28.5,-3.2,-0.05,0.05,-0.13,0.02,-41.25,47.06,-113.3,14.4
EFHK,EFRO,0,46,-15.97,11.96,-29.12,2.75,-0.06,0.07,-0.16,0.04,-51.02,58.24,-136.25,34.3
EFHK,EFRO,1,55,-12.82,11.23,-27.73,1.03,0.04,0.03,-0.02,0.09,87.12,76.28,-43.44,199.53
EFHK,EFRO,2,28,-11.19,24.23,-34.99,24.76,0.01,0.06,-0.07,0.09,18.3,132.35,-175.08,220.19
EFHK,EFVA,0,84,-26.42,11.79,-37.08,0.0,-0.15,0.05,-0.22,-0.06,-128.34,44.84,-186.92,-46.91
EFHK,EGLL,0,49,6.53,11.37,-4.12,29.06,0.21,0.11,0.07,0.42,1079.97,714.45,209.68,2464.66
EFHK,EGLL,1,36,13.39,16.1,-3.05,33.57,0.24,0.14,0.08,0.52,674.42,556.48,206.9,1434.42
EFHK,EGLL,2,38,5.06,10.23,-10.14,18.52,0.15,0.11,0.01,0.32,649.47,540.99,39.17,1729.61
EFHK,EHAM,0,69,8.88,6.88,-1.18,20.9,0.09,0.04,0.02,0.17,307.72,215.8,46.64,705.06
EFHK,EHAM,1,37,9.56,7.0,-0.9,22.34,0.1,0.05,0.03,0.18,372.22,227.29,115.06,885.94
EFHK,EHAM,2,47,9.93,5.86,0.02,18.14,0.08,0.05,0.02,0.16,200.5,121.42,36.6,390.28
EFHK,EKCH,0,249,-13.32,11.52,-29.12,9.46,-0.09,0.08,-0.23,0.03,-204.0,186.09,-545.88,59.34
EFHK,ENGM,0,141,-3.72,9.0,-16.6,3.4,0.01,0.04,-0.06,0.08,35.07,129.73,-130.7,178.3
EFHK,EPWA,0,86,-35.96,16.25,-56.35,-3.3,-0.1,0.06,-0.17,0.02,-225.57,129.69,-369.38,35.25
EFHK,ESGG,0,114,-0.29,8.75,-11.44,18.44,0.0,0.06,-0.1,0.1,3.92,53.77,-80.85,85.74
EFHK,ESSA,0,287,2.0,12.57,-28.81,21.85,0.07,0.09,-0.06,0.22,171.05,224.53,-114.19,550.39
EFHK,ESSA,1,35,-3.16,10.9,-16.15,15.89,0.07,0.06,-0.0,0.17,154.12,144.62,-5.61,386.87
EFHK,ESSA,2,106,-1.21,11.65,-30.95,17.6,0.03,0.08,-0.13,0.14,52.83,142.84,-152.23,332.78
EFHK,EVRA,0,223,0.28,9.25,-15.03,20.88,-0.0,0.05,-0.08,0.08,3.3,64.71,-76.17,107.4
EFHK,EYVI,0,72,-15.5,8.72,-34.34,0.08,-0.03,0.05,-0.11,0.05,-26.89,43.03,-91.34,42.5
EFHK,EYVI,1,45,-12.04,7.63,-18.68,5.84,-0.01,0.05,-0.08,0.1,-9.67,45.61,-69.58,82.18
EFHK,LEMG,0,24,-7.0,9.52,-20.47,5.5,0.07,0.07,-0.03,0.17,193.07,194.71,-77.4,478.36
EFHK,LEMG,1,15,-7.37,9.01,-20.82,3.79,-0.01,0.09,-0.17,0.1,-22.18,232.8,-417.01,290.99
EFHK,LEMG,2,15,-3.85,9.68,-13.3,15.38,0.02,0.06,-0.09,0.09,65.77,163.03,-216.6,253.58
EFHK,LEMG,3,40,-4.72,13.59,-25.5,15.76,0.03,0.08,-0.1,0.17,78.96,210.76,-235.33,455.94
EFHK,LFPG,0,28,-3.3,8.76,-11.28,16.52,0.04,0.06,-0.04,0.14,85.59,123.36,-91.93,294.51
EFHK,LFPG,1,22,-4.87,12.45,-19.06,21.17,0.03,0.05,-0.08,0.09,70.8,132.51,-155.54,253.1
EFHK,LFPG,2,17,-10.54,14.59,-25.44,12.34,0.05,0.08,-0.11,0.15,89.42,147.49,-214.26,282.46
EFHK,LFPG,3,41,-9.78,16.47,-38.3,18.8,0.06,0.07,-0.03,0.17,143.85,154.74,-84.0,412.3
EFHK,LFPG,4,33,-6.96,10.47,-20.78,8.36,0.03,0.06,-0.08,0.13,74.93,167.3,-207.12,340.82
EFHK,LGRP,0,31,9.77,15.43,-4.45,41.0,0.07,0.06,-0.02,0.14,166.55,149.28,-62.85,387.35
EFHK,LGRP,1,22,5.47,7.04,-1.12,17.1,0.02,0.05,-0.04,0.13,57.76,122.91,-103.87,295.49
EFHK,LGRP,2,20,10.46,8.99,-2.07,21.7,0.08,0.08,-0.05,0.23,194.88,199.55,-102.69,605.52
EFHK,LGSA,0,77,6.95,9.86,-7.98,21.06,0.03,0.06,-0.08,0.13,75.6,153.63,-186.58,296.58
EFHK,LHBP,0,57,-12.56,6.76,-21.98,-2.72,-0.0,0.05,-0.06,0.08,-11.31,108.57,-143.44,180.38
EFHK,LIMC,0,32,-35.45,20.03,-56.42,0.7,-0.17,0.15,-0.3,-0.04,-437.07,392.92,-800.07,-102.69
EFHK,LIMC,1,27,-41.6,17.23,-58.9,-3.62,-0.16,0.06,-0.25,-0.07,-437.28,158.17,-686.02,-194.06
EFHK,LIRF,0,15,-38.11,17.05,-59.62,-6.41,-0.13,0.06,-0.22,-0.04,-364.78,159.84,-606.7,-125.99
EFHK,LIRF,1,26,-34.4,15.49,-55.03,-3.15,-0.11,0.06,-0.2,-0.04,-308.2,170.81,-548.33,-101.22
EFHK,LIRF,2,19,-29.79,17.74,-46.01,2.2,-0.12,0.05,-0.18,-0.03,-325.53,141.7,-517.97,-75.34
EFHK,LKPR,0,78,-10.7,10.47,-25.24,7.32,0.01,0.05,-0.07,0.1,22.5,122.74,-146.7,229.0
EFHK,LOWW,0,74,11.89,15.93,-5.44,46.56,0.04,0.06,-0.05,0.16,108.19,166.58,-130.25,431.47
EFHK,LSZH,0,59,-20.15,5.88,-30.34,-9.56,-0.04,0.06,-0.12,0.09,-93.2,153.95,-289.97,206.41
EFHK,LTFM,0,64,-26.89,19.61,-52.8,4.62,-0.01,0.09,-0.11,0.18,-25.5,266.8,-387.5,496.3
EFHK,RJTT,0,16,-49.02,16.3,-76.57,-30.35,-0.22,0.06,-0.3,-0.13,-1190.53,304.41,-1626.0,-725.7
EFHK,RJTT,1,15,3.13,7.09,-6.86,14.75,-0.0,0.04,-0.08,0.04,-20.37,238.32,-452.25,230.74
EFHK,RJTT,2,21,-2.85,8.03,-11.8,4.5,0.01,0.04,-0.05,0.08,45.89,235.31,-306.1,491.4
EFKK,EFKE,0,50,-14.31,18.64,-29.3,22.8,-0.03,0.09,-0.11,0.14,-28.49,72.51,-94.96,121.59
EFKU,EFHK,0,114,-10.5,5.82,-14.3,-3.92,-0.05,0.05,-0.12,0.02,-44.91,43.67,-100.16,16.35
EFOU,EFHK,0,82,-0.05,12.15,-3.28,8.38,0.08,0.06,-0.02,0.15,176.29,133.0,-35.31,377.39
EFOU,EFHK,1,36,0.05,10.18,-14.0,13.82,0.05,0.06,-0.06,0.18,136.32,163.7,-138.48,475.15
EFOU,EFHK,2,101,-1.42,6.63,-16.8,7.6,-0.01,0.05,-0.09,0.06,-14.58,51.31,-92.4,69.7
EFRO,EFHK,0,63,-0.02,4.4,-10.64,4.19,0.09,0.05,0.03,0.14,192.63,108.84,64.84,311.27
EFRO,EFHK,1,20,-17.71,23.08,-49.61,2.72,0.06,0.08,-0.06,0.14,125.51,183.22,-153.31,302.43
EFRO,EFHK,2,46,-3.65,9.95,-21.95,4.9,-0.03,0.06,-0.11,0.12,-21.78,53.2,-93.38,104.0
EFTU,ESSA,0,70,-21.66,16.56,-37.6,14.51,-0.06,0.09,-0.17,0.1,-57.46,83.39,-156.32,106.47
EFVA,EFHK,0,85,-14.75,13.27,-40.28,4.66,-0.02,0.07,-0.14,0.09,-18.35,57.44,-120.42,76.82
EGAA,EGBB,0,113,11.37,14.06,-0.4,29.24,0.06,0.06,-0.01,0.16,137.77,130.25,-13.12,356.74
EGAA,EGCC,0,132,6.49,109.06,-0.29,27.21,0.04,0.25,-0.02,0.15,100.3,564.27,-40.57,337.52
EGAA,EGCC,1,59,15.73,9.87,-1.07,25.73,0.06,0.05,-0.02,0.12,140.14,113.99,-46.71,290.37
EGAA,EGGD,0,112,10.88,12.42,-2.37,24.04,0.03,0.07,-0.07,0.1,63.49,160.59,-149.67,259.61
EGAA,EGGP,0,100,8.93,11.32,0.3,22.46,0.03,0.05,-0.03,0.1,74.02,116.4,-57.43,222.96
EGAA,EGGP,1,39,13.37,6.41,2.15,23.94,0.03,0.04,-0.06,0.08,60.29,99.68,-147.46,168.25
EGAA,EGGP,2,21,8.93,6.75,0.3,19.6,0.02,0.05,-0.07,0.09,33.78,109.27,-173.6,190.7
EGAA,EGGW,0,112,-25.61,12.54,-39.84,-2.53,-0.03,0.06,-0.12,0.06,-70.33,129.08,-273.46,123.26
EGAA,EGKK,0,147,12.24,13.95,-15.73,28.71,0.17,0.15,-0.02,0.42,384.46,329.91,-39.26,994.24
EGAA,EGNT,0,63,20.5,12.25,2.6,33.8,0.03,0.05,-0.05,0.11,72.6,122.94,-114.5,238.72
EGAA,EGNX,0,35,1.39,13.22,-13.87,17.97,0.11,0.06,0.04,0.15,337.35,199.17,125.55,459.99
EGAA,EGNX,1,63,2.94,13.13,-13.88,19.19,0.05,0.06,-0.04,0.13,138.11,270.88,-182.45,426.52
EGAA,EGPF,0,121,-1.09,16.6,-23.5,28.5,-0.11,0.06,-0.19,0.01,-260.64,134.36,-427.5,13.2
EGAA,EGPH,0,137,7.75,15.13,-14.5,24.16,0.02,0.06,-0.08,0.11,43.22,148.99,-188.74,253.82
EGAA,EGPH,1,31,8.46,13.75,-15.95,22.85,0.06,0.11,-0.06,0.27,140.3,272.4,-154.15,676.55
EGAA,EGSS,0,46,-2.92,8.96,-14.6,15.7,0.03,0.05,-0.06,0.09,63.98,122.8,-137.72,227.5
EGAA,EGSS,1,129,-2.49,10.17,-13.84,14.56,0.06,0.05,-0.01,0.14,137.67,131.08,-32.76,371.5
EGAA,EGSS,2,20,4.24,16.2,-14.13,34.49,0.05,0.08,-0.06,0.17,128.7,208.8,-135.5,461.33
EGAA,LEAL,0,37,-13.92,16.28,-38.26,14.28,0.04,0.07,-0.06,0.12,85.84,156.95,-143.46,292.62
EGAA,LEAL,1,20,-10.39,15.07,-30.32,8.92,0.01,0.06,-0.06,0.08,27.73,125.9,-150.92,191.76
EGAA,LEMG,0,31,-8.79,26.18,-57.85,41.05,0.06,0.09,-0.07,0.21,147.18,211.88,-173.1,511.65
EGAA,LEMG,1,39,-17.48,11.03,-25.1,-4.03,0.04,0.05,-0.04,0.12,103.63,107.07,-85.88,289.91
EGAA,LEPA,0,42,5.77,19.67,-16.54,52.29,0.05,0.15,-0.06,0.19,119.96,358.47,-124.4,428.99
EGAA,LEPA,1,44,-20.42,18.16,-46.82,1.85,-0.04,0.09,-0.14,0.12,-82.06,207.57,-326.16,289.7
EGAA,LPFR,0,29,-7.66,7.4,-14.74,4.6,0.01,0.05,-0.05,0.09,34.3,117.83,-116.0,212.0
EGAA,LPFR,1,33,-4.13,8.23,-14.46,5.8,0.01,0.05,-0.05,0.11,29.55,115.34,-122.0,256.0
EGAA,LPFR,2,32,-4.38,15.04,-18.84,17.04,0.02,0.07,-0.05,0.11,58.34,154.84,-122.25,270.01
EGAC,EGBB,0,104,9.47,10.74,0.0,26.57,0.11,0.05,0.04,0.2,98.12,48.08,35.35,180.17
EGAC,EGCC,0,127,17.0,10.41,4.11,28.2,0.13,0.08,0.06,0.23,129.54,91.0,55.53,234.54
EGAC,EGGP,0,39,8.01,6.04,0.99,17.99,0.03,0.03,-0.02,0.08,60.7,74.02,-61.38,170.94
EGAC,EGGP,1,16,10.35,5.4,2.05,18.52,0.04,0.06,-0.0,0.11,99.73,121.67,-10.55,233.77
EGAC,EGHI,0,55,2.8,9.41,-4.84,22.8,0.13,0.05,0.07,0.2,114.45,44.35,64.48,179.51
EGAC,EGKK,0,84,15.31,14.1,-16.54,35.01,0.2,0.16,-0.01,0.48,446.8,341.65,-29.4,1056.46
EGAC,EGLC,0,76,-14.82,13.29,-40.43,1.95,0.06,0.12,-0.06,0.19,131.17,254.98,-134.8,412.48
EGAC,EGLL,0,169,21.19,11.01,10.32,42.44,0.13,0.11,-0.02,0.33,320.49,259.87,-60.72,747.18
EGAC,EGNM,0,83,8.75,9.05,-2.98,24.67,0.09,0.12,0.02,0.15,83.86,108.99,15.93,134.02
EGAC,EGPF,0,76,-1.44,12.61,-20.2,16.75,-0.04,0.05,-0.12,0.05,-55.19,84.46,-225.72,40.62
EGAC,EGPH,0,100,12.17,15.09,-12.94,29.9,0.11,0.09,-0.02,0.23,100.46,85.01,-14.39,210.6
EGAE,EGLL,0,81,24.08,13.34,11.9,47.6,0.14,0.09,0.01,0.31,193.06,125.3,18.4,423.4
