ADEP,ADES,cluster_kmeans,n,delta_dist_nm_pooled_mean,delta_dist_nm_pooled_std,delta_dist_nm_pooled_p5,delta_dist_nm_pooled_p95,delta_duration_h_pooled_mean,delta_duration_h_pooled_std,delta_duration_h_pooled_p5,delta_duration_h_pooled_p95
KBOS,LSZH,1,20,11.78,25.07,-17.35,60.38,-0.01,0.29,-0.47,0.46
KBOS,LSZH,2,18,17.49,31.91,-25.09,55.59,-0.0,0.23,-0.44,0.29
KCLT,EDDM,0,24,9.68,38.25,-51.22,64.88,0.11,0.32,-0.37,0.65
KCLT,EDDM,1,35,6.93,48.61,-45.14,82.62,-0.07,0.32,-0.54,0.49
KCLT,EGLL,0,28,10.84,32.65,-34.58,74.91,0.14,0.27,-0.28,0.5
KCLT,EGLL,1,24,25.2,28.35,-14.26,72.59,0.16,0.29,-0.21,0.79
KCLT,EGLL,2,22,17.52,28.68,-11.17,48.48,0.13,0.35,-0.26,0.61
KCLT,EGLL,3,16,5.05,16.04,-15.27,23.72,0.16,0.16,-0.01,0.44
KCVG,EDDP,0,38,-32.04,32.05,-85.3,13.17,-0.07,0.19,-0.29,0.26
KCVG,EDDP,1,39,-27.08,86.52,-110.7,127.46,-0.03,0.16,-0.3,0.3
KDEN,EDDF,0,20,-41.5,88.59,-140.62,131.84,-0.1,0.23,-0.43,0.33
KDEN,EDDF,1,14,-33.76,55.45,-92.6,63.06,-0.05,0.23,-0.37,0.3
KDEN,EDDF,2,25,-32.69,22.15,-60.48,3.94,-0.08,0.18,-0.24,0.15
KDEN,EDDM,0,33,6.31,48.25,-45.06,102.74,0.04,0.19,-0.19,0.38
KDEN,EDDM,1,27,12.08,118.31,-94.09,175.6,0.04,0.17,-0.19,0.31
KDEN,EGLL,0,21,19.35,95.51,-54.9,271.9,0.19,0.29,-0.17,0.68
KDEN,EGLL,1,16,11.55,69.17,-87.88,105.25,0.18,0.15,0.01,0.43
KDEN,EGLL,2,17,24.69,72.05,-38.3,100.02,0.23,0.23,-0.09,0.57
KDEN,EGLL,3,36,26.55,40.57,-19.55,100.93,0.25,0.24,-0.14,0.64
KDFW,EDDF,0,23,-21.65,25.11,-44.99,23.08,-0.08,0.24,-0.37,0.27
KDFW,EDDF,1,47,-39.79,79.99,-111.9,66.57,-0.09,0.32,-0.39,0.33
KDFW,EGLL,0,31,21.65,24.94,-3.65,73.7,0.15,0.22,-0.17,0.52
KDFW,EGLL,1,67,23.04,56.64,-44.69,119.87,0.15,0.26,-0.23,0.56
KDFW,EGLL,2,44,14.37,20.71,-11.2,56.84,0.15,0.25,-0.22,0.5
KDFW,EGLL,3,3,32.13,47.63,0.09,79.11,0.24,0.16,0.14,0.39
KDFW,LEMD,0,32,-7.77,44.62,-41.67,54.2,-0.01,0.39,-0.57,0.61
KDFW,LEMD,1,27,0.83,51.94,-52.91,89.47,0.03,0.39,-0.53,0.57
KDFW,LFPG,0,24,-20.79,35.03,-63.65,13.93,0.1,0.3,-0.34,0.59
KDFW,LFPG,1,22,-14.0,25.58,-46.66,14.61,0.08,0.22,-0.15,0.42
KDFW,LFPG,2,17,-11.21,69.45,-73.16,107.56,0.07,0.23,-0.28,0.43
KDFW,OTHH,0,15,8.53,33.6,-30.69,57.59,0.02,0.13,-0.17,0.22
KDFW,OTHH,1,22,7.78,31.09,-37.34,48.18,0.02,0.14,-0.19,0.22
KDFW,OTHH,2,24,14.15,79.36,-83.72,140.67,0.02,0.36,-0.25,0.85
KDTW,EDDF,0,30,-49.28,71.74,-138.78,95.64,-0.13,0.24,-0.44,0.29
KDTW,EDDF,1,27,-33.44,27.74,-70.79,9.07,-0.13,0.26,-0.38,0.35
KDTW,EGLL,0,17,20.76,62.26,-59.66,138.74,0.21,0.24,-0.18,0.58
KDTW,EGLL,1,18,30.28,25.07,-4.76,78.56,0.17,0.19,-0.12,0.45
KDTW,EGLL,2,16,13.41,15.11,-7.2,41.2,0.19,0.18,0.02,0.48
KDTW,EHAM,0,30,6.28,29.37,-28.24,51.81,0.12,0.24,-0.18,0.53
KDTW,EHAM,1,29,12.92,28.07,-24.78,56.48,0.08,0.23,-0.27,0.4
KDTW,EHAM,2,29,2.8,92.53,-70.98,211.74,0.13,0.23,-0.17,0.43
KDTW,LFPG,0,34,-12.24,25.84,-49.38,31.85,0.07,0.24,-0.26,0.46
KDTW,LFPG,1,26,-6.36,64.81,-73.05,117.7,0.07,0.25,-0.28,0.44
KEWR,EDDF,0,41,-51.8,49.39,-111.3,24.3,-0.25,0.29,-0.7,0.24
KEWR,EDDF,1,29,-38.32,35.46,-69.14,33.94,-0.16,0.25,-0.62,0.15
KEWR,EDDF,2,17,-64.81,51.97,-109.8,49.54,-0.31,0.34,-0.65,0.3
KEWR,EDDM,0,17,-18.03,58.8,-93.92,55.06,-0.11,0.27,-0.54,0.26
KEWR,EDDM,1,43,-8.86,69.5,-64.09,87.91,-0.25,0.3,-0.64,0.19
KEWR,EGLL,0,38,24.52,41.38,-19.84,116.58,0.18,0.34,-0.31,0.65
KEWR,EGLL,1,96,22.9,29.99,-12.42,81.88,0.24,0.31,-0.24,0.73
KEWR,EGLL,2,52,21.75,29.04,-17.96,74.4,0.22,0.29,-0.26,0.69
KEWR,EGLL,3,33,16.57,28.26,-21.66,69.98,0.22,0.33,-0.15,0.86
KEWR,EGLL,4,46,10.52,79.67,-67.9,163.65,0.22,0.26,-0.22,0.61
KEWR,EGPH,0,23,1.7,74.25,-74.79,143.39,0.04,0.26,-0.29,0.39
KEWR,EGPH,1,17,16.44,67.07,-41.74,117.86,0.05,0.36,-0.32,0.6
KEWR,EGPH,2,19,14.24,90.51,-44.92,129.04,0.02,0.22,-0.25,0.4
KEWR,EIDW,0,39,-16.95,39.72,-67.97,54.17,-0.09,0.27,-0.48,0.3
KEWR,EIDW,1,20,-17.6,64.73,-92.36,84.98,-0.09,0.22,-0.37,0.22
KEWR,EIDW,2,31,-38.64,52.73,-108.2,65.35,-0.14,0.27,-0.47,0.39
KEWR,LFPG,0,43,1.72,27.56,-30.54,54.73,0.06,0.25,-0.32,0.45
KEWR,LFPG,1,39,-1.11,68.33,-70.14,143.55,0.05,0.27,-0.31,0.55
KEWR,LFPG,2,22,4.63,29.28,-36.12,43.82,0.07,0.21,-0.11,0.5
KEWR,LFPO,0,41,-42.81,27.44,-83.9,1.6,-0.01,0.41,-0.55,0.64
KEWR,LFPO,1,17,-54.88,60.28,-106.56,52.26,-0.05,0.22,-0.34,0.37
KEWR,LGAV,0,30,12.0,41.96,-35.2,63.44,0.11,0.27,-0.3,0.57
KEWR,LGAV,1,29,-2.18,91.25,-86.28,188.98,0.0,0.3,-0.36,0.58
KEWR,LIMC,0,27,-64.41,68.02,-128.46,64.95,-0.21,0.34,-0.63,0.33
KEWR,LIMC,1,26,-44.95,24.29,-73.35,-4.75,-0.1,0.4,-0.7,0.49
KEWR,LIRF,0,27,-38.6,76.89,-109.24,125.53,-0.07,0.4,-0.68,0.59
KEWR,LIRF,1,31,-27.6,55.76,-91.15,76.15,-0.04,0.32,-0.43,0.49
KEWR,LLBG,0,40,10.82,40.82,-34.12,90.54,0.06,0.3,-0.34,0.51
KEWR,LLBG,1,19,14.75,34.26,-25.8,84.97,0.05,0.19,-0.24,0.29
KEWR,LLBG,2,39,1.74,74.73,-88.47,134.67,-0.01,0.3,-0.39,0.52
KEWR,LPPR,0,18,-2.42,39.51,-29.74,90.73,0.05,0.28,-0.44,0.37
KEWR,LPPR,1,19,-16.99,31.62,-50.72,52.95,-0.07,0.22,-0.41,0.31
KEWR,LPPR,2,22,-9.95,35.88,-51.06,47.56,-0.02,0.28,-0.39,0.32
KEWR,LPPT,0,32,-10.17,28.23,-46.07,36.55,0.06,0.31,-0.44,0.49
KEWR,LPPT,1,38,-20.07,32.66,-59.36,43.98,0.0,0.27,-0.44,0.38
KEWR,LPPT,2,19,-13.17,28.57,-48.89,32.27,0.05,0.25,-0.28,0.36
KEWR,LSZH,0,20,1.8,90.23,-85.62,148.35,-0.01,0.3,-0.47,0.44
KEWR,LSZH,1,24,6.85,29.24,-24.26,51.14,-0.05,0.28,-0.45,0.44
KEWR,LSZH,2,15,6.72,19.37,-14.12,36.64,-0.06,0.25,-0.41,0.27
KIAD,EDDF,0,36,-38.32,54.15,-91.07,30.88,-0.09,0.29,-0.5,0.36
KIAD,EDDF,1,46,-24.97,42.48,-72.8,38.33,-0.1,0.28,-0.52,0.37
KIAD,EDDF,2,20,-87.48,70.94,-140.7,65.41,-0.12,0.29,-0.33,0.61
KIAD,EDDF,3,15,-43.47,26.51,-79.37,-5.46,-0.13,0.29,-0.46,0.34
KIAD,EDDM,0,16,10.79,74.79,-39.02,186.48,0.01,0.25,-0.25,0.48
KIAD,EDDM,1,41,26.79,26.27,-9.1,71.0,0.03,0.27,-0.48,0.48
KIAD,EGLL,0,13,22.4,35.5,-14.3,80.96,0.22,0.27,-0.19,0.57
KIAD,EGLL,1,28,9.71,29.49,-26.18,63.07,0.19,0.24,-0.15,0.6
KIAD,EGLL,2,47,30.65,38.93,-12.59,85.09,0.19,0.34,-0.3,0.73
KIAD,EGLL,3,43,22.53,56.62,-29.89,161.86,0.18,0.21,-0.11,0.55
KIAD,EGLL,4,25,21.29,24.94,-10.02,65.02,0.22,0.27,-0.25,0.56
KIAD,EGLL,5,18,16.62,19.28,-17.5,42.21,0.12,0.28,-0.27,0.48
KIAD,EHAM,0,40,14.36,28.86,-20.56,53.63,0.07,0.25,-0.27,0.45
KIAD,EHAM,1,15,9.87,48.95,-44.4,105.43,0.1,0.2,-0.19,0.34
KIAD,EIDW,0,56,-8.26,34.23,-55.4,51.3,-0.06,0.22,-0.38,0.29
KIAD,EIDW,1,32,-2.57,54.05,-66.13,115.82,0.0,0.27,-0.35,0.43
KIAD,LFPG,0,34,8.47,27.83,-31.51,50.32,0.06,0.27,-0.34,0.42
KIAD,LFPG,1,35,2.63,33.33,-38.08,47.14,0.08,0.23,-0.19,0.57
KIAD,LFPG,2,42,1.09,32.76,-36.57,55.79,0.04,0.27,-0.36,0.5
KIAD,LFPG,3,7,-32.39,39.34,-75.21,24.04,-0.11,0.12,-0.19,0.07
KIAD,LIRF,0,59,-36.78,53.77,-99.01,59.13,-0.12,0.34,-0.6,0.55
KIAD,LPPT,0,18,16.75,36.38,-29.77,66.88,0.04,0.2,-0.24,0.29
KIAD,LPPT,1,41,3.57,27.78,-32.7,51.7,0.07,0.25,-0.33,0.42
KIAD,LPPT,2,15,-10.03,67.7,-75.37,87.29,-0.01,0.23,-0.31,0.3
KIAD,LTFM,0,42,-16.44,56.61,-79.68,87.34,0.07,0.39,-0.47,0.79
KIAD,LTFM,1,18,-55.58,57.61,-134.08,26.87,-0.01,0.23,-0.27,0.39
KIAD,OTHH,0,27,23.66,54.33,-46.25,93.72,0.07,0.35,-0.33,0.7
KIAD,OTHH,1,33,27.98,73.04,-48.86,166.78,0.07,0.21,-0.27,0.36
KIAH,EDDF,0,32,-41.48,59.07,-108.84,58.45,-0.21,0.23,-0.5,0.21
KIAH,EDDF,1,21,-39.86,29.43,-71.8,10.5,-0.24,0.13,-0.42,0.01
KIAH,EDDF,2,18,-52.66,51.18,-94.68,48.48,-0.22,0.2,-0.49,0.04
KIAH,EGLL,0,23,18.94,77.74,-47.66,178.95,0.17,0.16,-0.08,0.42
KIAH,EGLL,1,55,23.09,32.29,-14.79,89.37,0.16,0.24,-0.14,0.62
KIAH,EGLL,2,36,18.28,56.47,-35.78,133.48,0.21,0.21,-0.05,0.55
KIAH,EHAM,0,24,9.88,86.15,-71.84,183.0,0.05,0.14,-0.16,0.27
KIAH,EHAM,1,32,12.36,58.52,-28.24,97.26,0.07,0.23,-0.28,0.42
KIAH,LTFM,0,19,-34.54,59.19,-108.6,34.38,-0.04,0.23,-0.39,0.26
KIAH,LTFM,1,22,-14.05,103.28,-106.54,208.53,-0.03,0.29,-0.48,0.46
KIAH,LTFM,2,15,-27.72,28.93,-62.32,15.73,-0.06,0.28,-0.38,0.35
KJFK,EBBR,0,22,31.14,33.79,-13.86,94.4,0.07,0.29,-0.29,0.58
KJFK,EBBR,1,15,31.91,22.26,9.79,75.39,0.04,0.28,-0.39,0.4
KJFK,EBBR,2,37,18.92,44.73,-24.96,101.64,0.01,0.25,-0.33,0.46
KJFK,EDDF,0,40,-49.64,43.3,-101.88,22.22,-0.02,0.24,-0.35,0.4
KJFK,EDDF,1,51,-47.88,31.19,-92.85,4.85,-0.13,0.25,-0.53,0.29
KJFK,EDDF,2,34,-39.03,33.35,-82.1,14.31,-0.03,0.31,-0.44,0.49
KJFK,EDDF,3,6,-71.55,24.36,-99.85,-41.85,-0.12,0.21,-0.4,0.07
KJFK,EDDF,4,35,-53.36,36.72,-103.83,6.67,0.02,0.24,-0.31,0.52
KJFK,EGCC,0,17,8.58,85.84,-63.18,167.84,-0.01,0.21,-0.33,0.29
KJFK,EGCC,1,26,16.47,33.97,-21.08,69.7,0.1,0.26,-0.24,0.53
KJFK,EGCC,2,17,15.22,35.04,-25.22,64.82,-0.0,0.31,-0.43,0.5
KJFK,EGKK,0,24,19.38,36.12,-25.4,86.78,0.25,0.24,-0.06,0.63
KJFK,EGKK,1,55,17.44,33.13,-17.26,73.07,0.15,0.32,-0.27,0.72
KJFK,EGKK,2,18,13.01,59.98,-30.32,134.73,0.11,0.29,-0.23,0.58
KJFK,EGKK,3,16,14.23,40.0,-24.45,86.75,0.25,0.31,-0.11,0.74
KJFK,EGLL,0,46,18.08,22.67,-8.45,54.28,0.25,0.23,0.01,0.49
KJFK,EGLL,1,60,27.58,34.41,-16.18,88.74,0.13,0.26,-0.26,0.6
KJFK,EGLL,2,177,20.45,21.38,-11.02,57.4,0.2,0.31,-0.22,0.73
KJFK,EGLL,3,40,24.68,30.71,-15.62,62.53,0.27,0.19,0.0,0.62
KJFK,EGLL,4,31,21.35,22.14,-10.55,52.95,0.24,0.13,0.06,0.42
KJFK,EGLL,5,49,27.43,29.6,-8.74,81.46,0.27,0.25,-0.06,0.77
KJFK,EGLL,6,22,-11.98,36.9,-44.36,27.47,0.13,0.17,-0.09,0.45
KJFK,EGLL,7,19,19.16,40.65,-28.76,59.64,0.14,0.21,-0.09,0.42
KJFK,EGLL,8,42,30.55,40.64,-29.38,89.58,0.23,0.57,-0.22,0.56
KJFK,EGLL,9,71,25.06,36.05,-21.55,80.35,0.17,0.26,-0.2,0.56
KJFK,EGLL,10,73,27.42,27.32,-6.18,83.58,0.29,0.29,-0.14,0.78
KJFK,EGLL,11,30,24.05,31.97,-29.08,72.99,0.28,0.29,-0.14,0.64
KJFK,EHAM,0,65,4.5,67.15,-67.94,171.9,0.05,0.34,-0.56,0.61
KJFK,EHAM,1,47,15.48,35.26,-26.97,83.43,0.2,0.25,-0.16,0.63
KJFK,EHAM,2,54,10.0,30.43,-24.7,67.85,0.17,0.27,-0.19,0.72
KJFK,EIDW,0,18,-9.52,27.12,-47.76,22.19,0.04,0.24,-0.27,0.42
KJFK,EIDW,1,14,0.01,36.86,-48.46,53.44,0.05,0.26,-0.23,0.46
KJFK,EIDW,2,36,-19.7,57.13,-92.85,67.35,-0.03,0.33,-0.42,0.51
KJFK,EIDW,3,21,-9.9,49.73,-61.9,68.1,0.01,0.23,-0.32,0.41
KJFK,EKCH,0,24,-14.27,32.09,-52.42,48.34,-0.09,0.17,-0.36,0.16
KJFK,EKCH,1,36,-4.54,76.1,-68.18,148.82,-0.05,0.22,-0.35,0.29
KJFK,EPWA,0,27,-27.93,53.18,-82.76,95.35,0.02,0.23,-0.32,0.44
KJFK,EPWA,1,30,-26.51,36.9,-81.38,22.92,-0.01,0.19,-0.3,0.24
KJFK,GMMN,0,36,0.58,15.07,-20.58,25.12,0.06,0.16,-0.24,0.26
KJFK,GMMN,1,15,-0.77,34.34,-45.7,54.01,0.08,0.15,-0.1,0.35
KJFK,LEBL,0,22,-9.15,42.04,-57.1,51.24,0.08,0.34,-0.48,0.6
KJFK,LEBL,1,35,-8.12,47.09,-70.96,54.89,-0.02,0.32,-0.38,0.49
KJFK,LEBL,2,32,-7.0,34.79,-35.81,35.23,-0.01,0.36,-0.66,0.44
KJFK,LEMD,0,83,-6.04,41.02,-52.86,77.16,0.03,0.25,-0.35,0.37
KJFK,LEMD,1,58,-3.77,34.74,-38.39,40.96,0.05,0.29,-0.48,0.41
KJFK,LFPG,0,50,-11.96,29.66,-42.36,39.72,0.04,0.24,-0.27,0.46
KJFK,LFPG,1,59,-13.55,19.02,-37.74,19.98,0.05,0.26,-0.28,0.44
KJFK,LFPG,2,14,-4.31,22.69,-32.02,29.35,0.12,0.21,-0.06,0.54
KJFK,LFPG,3,54,3.6,25.84,-39.14,47.78,0.14,0.19,-0.07,0.49
KJFK,LFPG,4,90,-9.55,44.31,-52.46,81.56,0.03,0.27,-0.31,0.45
KJFK,LFPG,5,23,0.79,27.98,-35.5,47.44,0.16,0.25,-0.23,0.45
KJFK,LFPG,6,18,-14.52,26.45,-44.95,29.08,0.08,0.23,-0.22,0.39
KJFK,LFPG,7,38,-4.76,35.97,-55.35,49.02,0.05,0.28,-0.29,0.48
KJFK,LGAV,0,59,-5.86,38.28,-50.94,60.31,-0.01,0.37,-0.49,0.67
KJFK,LGAV,1,24,7.03,41.02,-47.55,82.22,0.05,0.29,-0.31,0.51
KJFK,LIMC,0,32,-50.8,28.03,-80.8,-0.77,-0.18,0.3,-0.54,0.38
KJFK,LIMC,1,39,-45.63,33.96,-83.89,13.47,-0.13,0.3,-0.58,0.35
KJFK,LIMC,2,21,-63.57,51.04,-125.9,21.9,-0.22,0.27,-0.56,0.19
KJFK,LIMC,3,26,-43.22,70.36,-119.98,41.52,-0.1,0.27,-0.48,0.33
KJFK,LIMC,4,45,-55.84,28.03,-87.9,2.86,-0.19,0.33,-0.73,0.35
KJFK,LIRF,0,23,-17.34,28.91,-61.53,29.29,-0.02,0.32,-0.55,0.4
KJFK,LIRF,1,24,-38.96,33.44,-93.78,11.48,-0.11,0.25,-0.4,0.26
KJFK,LIRF,2,71,-44.91,37.55,-86.3,17.35,-0.12,0.25,-0.44,0.3
KJFK,LIRF,3,14,-23.6,47.82,-80.5,42.59,0.03,0.21,-0.25,0.29
KJFK,LIRF,4,51,-38.49,33.03,-77.5,24.4,-0.11,0.27,-0.52,0.37
KJFK,LIRF,5,22,-26.8,24.4,-53.28,20.23,-0.14,0.29,-0.58,0.37
KJFK,LIRF,6,16,-23.81,115.75,-156.92,217.2,0.03,0.46,-0.6,0.74
KJFK,LIRF,7,19,-44.96,30.52,-81.84,6.2,-0.04,0.39,-0.54,0.6
KJFK,LLBG,0,29,11.85,66.6,-72.76,122.74,0.09,0.35,-0.38,0.64
KJFK,LLBG,1,50,12.61,37.37,-24.06,86.0,0.06,0.34,-0.45,0.59
KJFK,LLBG,2,32,4.48,52.92,-59.14,99.0,0.07,0.38,-0.47,0.76
KJFK,LPPT,0,21,-5.55,27.24,-37.6,34.4,0.04,0.23,-0.34,0.31
KJFK,LPPT,1,18,-5.73,36.53,-44.04,62.99,0.09,0.22,-0.31,0.36
KJFK,LPPT,2,22,-26.37,26.62,-60.34,20.93,-0.0,0.26,-0.43,0.37
KJFK,LSGG,0,31,-18.15,47.6,-63.7,75.75,-0.06,0.29,-0.46,0.44
KJFK,LSGG,1,29,-14.22,36.72,-48.56,39.16,-0.08,0.26,-0.47,0.34
KJFK,LSZH,0,24,15.25,16.69,-3.92,45.32,0.06,0.27,-0.32,0.41
KJFK,LSZH,1,22,16.72,30.17,-21.15,70.82,0.11,0.21,-0.23,0.47
KJFK,LSZH,2,43,3.96,56.31,-49.23,113.32,0.03,0.31,-0.39,0.54
KJFK,LTFM,0,24,-11.29,70.22,-99.45,102.45,-0.04,0.35,-0.53,0.53
KJFK,LTFM,1,59,-32.07,64.64,-94.98,115.98,-0.05,0.29,-0.49,0.46
KJFK,LTFM,2,36,-27.41,77.38,-126.55,99.58,-0.05,0.32,-0.54,0.4
KJFK,OMAA,0,22,26.36,33.67,-15.93,84.05,0.15,0.2,-0.12,0.54
KJFK,OMAA,1,21,29.42,33.71,-10.6,65.3,0.16,0.21,-0.14,0.46
KJFK,OMAA,2,17,23.88,63.93,-79.92,119.16,0.05,0.18,-0.18,0.34
KJFK,OMDB,0,20,25.9,44.48,-31.66,100.44,0.16,0.19,-0.13,0.43
KJFK,OMDB,1,22,20.65,30.85,-18.44,51.2,0.13,0.17,-0.12,0.36
KJFK,OMDB,2,17,19.85,50.67,-20.82,107.46,0.21,0.2,-0.12,0.48
KJFK,OTHH,0,59,28.77,73.25,-66.79,181.76,0.09,0.28,-0.3,0.58
KJFK,OTHH,1,31,29.08,58.83,-48.75,96.9,0.09,0.39,-0.38,0.74
KJFK,VIDP,0,29,31.66,95.29,-73.82,175.88,0.11,0.32,-0.37,0.59
KJFK,VIDP,1,29,26.47,80.77,-62.72,163.6,0.1,0.46,-0.52,0.88
KLAS,EGLL,0,37,22.85,32.43,-18.3,73.38,0.12,0.26,-0.18,0.62
KLAS,EGLL,1,22,22.13,89.37,-100.6,197.97,0.15,0.24,-0.17,0.5
KLAX,EDDF,0,33,-107.61,50.63,-165.4,-2.38,-0.3,0.35,-0.94,0.25
KLAX,EDDF,1,28,-29.87,90.74,-140.89,155.76,-0.07,0.27,-0.57,0.28
KLAX,EDDF,2,16,-71.21,39.23,-121.55,-8.53,-0.33,0.26,-0.62,0.17
KLAX,EDDF,3,17,-65.5,63.0,-136.06,44.8,-0.06,0.29,-0.47,0.35
KLAX,EGLL,0,61,19.0,33.63,-19.2,99.2,0.12,0.24,-0.18,0.61
KLAX,EGLL,1,45,26.75,40.14,-32.3,85.2,0.17,0.21,-0.12,0.56
KLAX,EGLL,2,70,20.37,48.43,-19.05,122.06,0.15,0.29,-0.23,0.66
KLAX,EGLL,3,45,17.28,88.78,-106.14,127.44,0.15,0.22,-0.14,0.46
KLAX,EGLL,4,17,20.35,85.69,-58.82,153.76,0.13,0.33,-0.26,0.68
KLAX,EGLL,5,47,23.13,82.59,-58.12,185.45,0.17,0.2,-0.13,0.48
KLAX,EGLL,6,19,16.99,47.72,-44.46,95.3,0.21,0.29,-0.28,0.55
KLAX,EGLL,7,47,22.36,50.69,-43.8,122.49,0.21,0.25,-0.15,0.66
KLAX,EHAM,0,14,5.69,30.93,-27.79,64.12,0.16,0.2,-0.17,0.35
KLAX,EHAM,1,19,26.02,98.04,-79.43,212.04,0.19,0.16,-0.11,0.4
KLAX,EHAM,2,21,10.62,29.61,-25.9,75.7,0.2,0.15,-0.0,0.38
KLAX,LFPG,0,46,3.18,61.37,-47.45,56.12,0.11,0.17,-0.13,0.42
KLAX,LFPG,1,35,-16.28,33.15,-52.44,60.6,0.11,0.25,-0.16,0.58
KLAX,LFPG,2,15,-5.1,31.87,-41.43,48.64,0.12,0.16,-0.1,0.32
KLAX,LFPG,3,36,-1.66,81.43,-111.98,131.22,0.09,0.2,-0.2,0.39
KLAX,LFPG,4,22,-11.49,45.2,-69.64,52.97,0.13,0.2,-0.18,0.43
KLAX,LTFM,0,19,-21.64,116.4,-118.48,168.49,0.07,0.2,-0.18,0.39
KLAX,LTFM,1,41,-14.9,56.44,-86.1,100.5,0.06,0.31,-0.45,0.42
KLAX,OTHH,0,59,21.46,81.58,-103.98,138.52,0.09,0.33,-0.39,0.57
KMCO,EGCC,0,25,21.47,92.32,-85.16,188.08,0.03,0.25,-0.36,0.39
KMCO,EGCC,1,35,19.24,36.84,-26.42,86.95,0.06,0.22,-0.27,0.41
KMCO,EGCC,2,16,22.13,38.36,-14.92,97.15,0.06,0.34,-0.43,0.66
KMCO,EGKK,0,17,14.6,34.63,-39.7,70.86,0.27,0.29,-0.19,0.75
KMCO,EGKK,1,22,-1.57,34.78,-39.42,40.2,0.27,0.32,-0.05,0.78
KMCO,EGKK,2,32,24.16,52.07,-42.12,119.7,0.17,0.28,-0.24,0.63
KMIA,EGLL,0,34,29.39,39.93,-19.86,97.59,0.08,0.27,-0.25,0.48
KMIA,EGLL,1,24,28.18,28.37,-11.07,63.36,0.1,0.24,-0.25,0.43
KMIA,EGLL,2,27,23.14,73.06,-37.41,178.49,0.16,0.43,-0.37,0.93
KMIA,EGLL,3,20,27.85,57.72,-33.4,101.75,0.17,0.25,-0.09,0.54
KMIA,EGLL,4,27,32.31,31.08,-9.56,91.3,0.14,0.27,-0.32,0.58
KMIA,EHAM,0,33,26.39,76.09,-32.22,105.74,0.04,1.88,-0.68,0.55
KMIA,EHAM,1,26,45.27,41.74,-15.6,119.2,-0.17,0.38,-0.69,0.42
KMIA,EHAM,2,11,-10.1,27.25,-49.1,24.05,-0.25,0.3,-0.62,0.19
KMIA,LEMD,0,42,-1.03,77.49,-58.3,159.19,-0.05,0.31,-0.46,0.57
KMIA,LEMD,1,60,-1.66,45.64,-43.76,77.24,-0.03,0.26,-0.43,0.47
KMIA,LEMD,2,18,5.69,40.31,-49.72,75.3,-0.03,0.37,-0.54,0.45
KMIA,LTFM,0,51,-12.02,89.2,-101.65,179.85,-0.02,0.37,-0.59,0.5
KMSP,EHAM,0,12,13.37,12.95,-3.64,30.7,0.08,0.26,-0.16,0.52
KMSP,EHAM,1,16,6.76,25.96,-17.32,39.15,0.06,0.16,-0.14,0.28
KMSP,EHAM,2,52,8.32,54.05,-38.37,126.32,0.09,0.23,-0.25,0.48
KMSP,EHAM,3,20,8.67,27.73,-19.03,61.26,0.09,0.21,-0.18,0.46
KMSP,LFPG,0,45,-25.0,80.92,-135.78,73.02,0.03,0.23,-0.3,0.44
KMSP,LFPG,1,16,-25.79,33.28,-55.82,24.18,-0.07,0.19,-0.24,0.21
KORD,EDDF,0,47,-33.63,26.48,-62.47,7.5,-0.05,0.26,-0.31,0.44
KORD,EDDF,1,17,-35.75,27.69,-72.76,9.0,-0.02,0.23,-0.29,0.32
KORD,EDDF,2,24,-37.45,53.69,-95.01,19.57,-0.08,0.26,-0.43,0.31
KORD,EDDF,3,31,-68.29,34.51,-105.95,-8.95,-0.08,0.24,-0.39,0.33
KORD,EDDF,4,24,-46.21,36.47,-86.1,37.47,-0.13,0.25,-0.47,0.2
KORD,EDDF,5,24,-50.49,33.17,-78.18,0.8,-0.08,0.19,-0.33,0.22
KORD,EDDM,0,22,11.11,30.35,-38.82,46.42,0.02,0.18,-0.25,0.2
KORD,EDDM,1,38,-8.61,34.6,-50.64,55.48,0.03,0.21,-0.25,0.42
KORD,EDDM,2,26,0.36,61.69,-73.32,124.3,0.09,0.21,-0.22,0.4
KORD,EGLL,0,121,15.46,38.12,-19.3,73.4,0.17,0.33,-0.35,0.72
KORD,EGLL,1,40,19.82,58.71,-60.06,104.35,0.2,0.29,-0.2,0.62
KORD,EGLL,2,66,20.23,25.72,-5.65,65.28,0.15,0.27,-0.31,0.57
KORD,EGLL,3,31,25.48,71.61,-62.95,127.85,0.23,0.35,-0.25,0.88
KORD,EHAM,0,35,-1.85,16.33,-21.09,23.56,0.1,0.19,-0.14,0.39
KORD,EHAM,1,25,4.36,46.09,-39.32,107.02,0.12,0.25,-0.16,0.56
KORD,EHAM,2,12,32.82,135.4,-74.16,306.63,0.15,0.28,-0.18,0.6
KORD,EIDW,0,19,-15.34,30.17,-45.57,38.31,-0.03,0.28,-0.37,0.34
KORD,EIDW,1,76,-31.9,62.75,-92.65,69.15,-0.03,0.32,-0.51,0.4
KORD,EIDW,2,23,-19.16,76.43,-98.8,95.03,-0.0,0.29,-0.35,0.44
KORD,ELLX,1,21,96.45,94.92,10.6,203.5,-0.23,0.18,-0.47,0.02
KORD,LEBL,0,25,-3.07,45.61,-55.58,36.9,-0.0,0.32,-0.43,0.53
KORD,LEBL,1,18,-9.05,41.71,-58.24,42.62,0.02,0.23,-0.26,0.44
